transcript_id	position	strand	alignedTo	same_classification?	source	score	z_score	winner	GenomeStart	PredictionStart	GenomeEnd	PredictionEnd
antisense_48	89378	+	CP041617.1 (1024948-1025814)	True	QRNA	12.099	0.135	RNA	89378.0	89378.0	90263.0	90263.0
antisense_49	92723	-	CP011777.1 (240027-240943)	True	QRNA	17.278	0.714	RNA	91836.0	91836.0	92723.0	92723.0
antisense_50	94415	+	CP044175.1 (1383774-1382855)	True	QRNA	28.604	1.979	RNA	94416.0	94416.0	95291.0	95291.0
antisense_51	99428	+	CP010511.1 (41860-41919)	False	QRNA	0.581	-0.719	COD	99428.0	99435.0	99487.0	99470.0
antisense_52	99488	+		OTH Found	CNIT	-0.415	-0.792	RNA	99488.0	99541.0	100376.0	99639.0
antisense_54	102359	-		OTH Found	CNIT	-0.47	-0.209	RNA	101743.0	102082.0	102359.0	102114.0
antisense_56	103114	-	CP037747.1 (1411786-1411032)	False	QRNA	28.949	0.569	COD	102360.0	102371.0	103114.0	102997.0
antisense_57	103935	-		OTH Found	CNIT	-0.423	-0.705	RNA	103114.0	103356.0	103935.0	103448.0
antisense_58	105989	+	CP020867.1 (671844-672348)	True	QRNA	12.199	0.147	RNA	105990.0	105990.0	106496.0	106496.0
antisense_59	114730	-	CP059375.1 (380015-380902)	True	QRNA	15.065	0.467	RNA	113843.0	113843.0	114730.0	114730.0
antisense_60	115585	-		OTH Found	CNIT	-0.448	-0.44	RNA	114730.0	115469.0	115585.0	115558.0
antisense_61	119739	-	CP012545.1 (311501-310680)	False	QRNA	24.092	0.348	COD	118913.0	118990.0	119737.0	119712.0
antisense_62	119958	-		OTH Found	CNIT	-0.469	-0.219	RNA	119739.0	119857.0	119958.0	119925.0
antisense_63	122674	-	CP022347.1 (1335633-1336497)	False	QRNA	17.15	0.033	COD	121804.0	121830.0	122670.0	122613.0
antisense_64	123679	-	LR134471.1 (162248-161360)	False	QRNA	26.209	0.444	COD	122792.0	122812.0	123679.0	123492.0
antisense_65	128679	-	CP076657.1 (85438-86314)	True	QRNA	8.321	-0.287	RNA	127795.0	127795.0	128673.0	128673.0
antisense_66	135623	-		OTH Found	CNIT	-0.534	0.467	RNA	134735.0	135170.0	135623.0	135202.0
antisense_67	137571	+	CP059597.1 (30754-31639)	True	QRNA	28.549	1.973	RNA	137571.0	137571.0	138456.0	138456.0
antisense_68	139631	+		OTH Found	CNIT	-0.435	-0.576	RNA	139631.0	139647.0	140519.0	139793.0
antisense_69	141624	+		OTH Found	CNIT	-0.419	-0.747	RNA	141624.0	141752.0	142512.0	141886.0
antisense_70	143490	-		OTH Found	CNIT	-0.503	0.139	RNA	143191.0	143229.0	143490.0	143255.0
antisense_71	144400	-	CP059373.1 (1307046-1307948)	True	QRNA	9.172	-0.192	RNA	143513.0	143513.0	144396.0	144396.0
antisense_72	153577	-		OTH Found	CNIT	-0.484	-0.064	RNA	152689.0	152938.0	153577.0	152994.0
antisense_73	158456	-	CP027403.1 (399639-398760)	True	QRNA	18.555	0.856	RNA	157569.0	157569.0	158456.0	158456.0
antisense_74	159909	-		OTH Found	CNIT	-0.393	-1.021	RNA	159021.0	159117.0	159909.0	159194.0
antisense_75	169230	+	CP059597.1 (1364845-1363958)	True	QRNA	24.01	1.466	RNA	169230.0	169230.0	170117.0	170117.0
antisense_76	171691	+		OTH Found	CNIT	-0.44	-0.525	RNA	171691.0	172172.0	172579.0	172225.0
antisense_77	174232	+		OTH Found	CNIT	-0.397	-0.975	RNA	174232.0	174669.0	174888.0	174803.0
antisense_78	176666	+	LS483295.1 (182143-182538)	True	QRNA	19.006	0.907	RNA	176666.0	176666.0	177132.0	177132.0
antisense_79	177862	-		OTH Found	CNIT	-0.469	-0.219	RNA	176974.0	177183.0	177862.0	177242.0
antisense_80	180109	+		OTH Found	CNIT	-0.424	-0.697	RNA	180109.0	180342.0	180997.0	180398.0
antisense_81	182248	+		OTH Found	CNIT	-0.509	0.199	RNA	182248.0	182348.0	182416.0	182383.0
antisense_82	182416	+		OTH Found	CNIT	-0.605	1.214	RNA	182416.0	182419.0	182864.0	182469.0
antisense_83	182864	+	CP059373.1 (1268778-1268072)	True	QRNA	2.416	-0.946	RNA	182864.0	182864.0	183557.0	183557.0
antisense_84	184775	-		OTH Found	CNIT	-0.436	-0.564	RNA	183887.0	184674.0	184775.0	184730.0
antisense_85	188288	+		OTH Found	CNIT	-0.499	0.097	RNA	188288.0	188505.0	188653.0	188543.0
antisense_86	188653	+	CP007776.2 (1408749-1409636)	True	QRNA	7.782	-0.347	RNA	188653.0	188653.0	189540.0	189540.0
antisense_87	192251	+	CP063083.1 (1282217-1283101)	False	QRNA	0.924	-0.703	COD	192252.0	192339.0	193137.0	193042.0
antisense_88	193344	+		OTH Found	CNIT	-0.471	-0.201	RNA	193344.0	193439.0	193671.0	193513.0
antisense_89	193671	+		OTH Found	CNIT	-0.446	-0.464	RNA	193671.0	193928.0	194559.0	194029.0
antisense_90	196909	-	CP012546.1 (95139-96003)	False	QRNA	57.937	1.884	COD	196045.0	196133.0	196909.0	196909.0
antisense_91	200840	+	CP063536.1 (172789-173549)	True	QRNA	27.986	1.91	RNA	200842.0	200842.0	201614.0	201614.0
antisense_92	201616	+	CP063536.1 (173551-173974)	True	QRNA	15.712	0.539	RNA	201616.0	201616.0	202060.0	202060.0
antisense_93	202061	+	CP054848.1 (1609701-1610585)	True	QRNA	32.281	2.39	RNA	202061.0	202061.0	202948.0	202948.0
antisense_94	203821	-	CP012220.1 (147514-146918)	True	QRNA	9.994	-0.1	RNA	203223.0	203223.0	203821.0	203821.0
antisense_95	203979	-		OTH Found	CNIT	-0.43	-0.631	RNA	203821.0	203848.0	203979.0	203937.0
antisense_96	204644	-	CP035946.1 (274337-273682)	False	QRNA	11.681	-0.215	COD	203986.0	204023.0	204642.0	204634.0
antisense_97	207713	-	CP063083.1 (1531904-1532627)	False	QRNA	76.055	2.706	COD	206989.0	206993.0	207712.0	207703.0
antisense_98	211034	-	CP068172.1 (713012-713893)	True	QRNA	23.197	1.375	RNA	210147.0	210147.0	211030.0	211030.0
antisense_99	211559	-	LR134359.1 (1671401-1670913)	True	QRNA	13.256	0.265	RNA	211035.0	211035.0	211559.0	211559.0
antisense_100	220443	+	CP017873.1 (1457498-1456576)	True	QRNA	22.178	1.261	RNA	220452.0	220452.0	221330.0	221330.0
antisense_101	222403	+	CP076657.1 (1465493-1464601)	True	QRNA	14.91	0.449	RNA	222404.0	222404.0	223287.0	223287.0
antisense_102	224268	+		OTH Found	CNIT	-0.651	1.703	RNA	224268.0	224269.0	224340.0	224289.0
antisense_103	224340	+		OTH Found	CNIT	0.618	0.405	COD	224340.0	224344.0	224981.0	224793.0
antisense_104	227277	-		OTH Found	CNIT	-0.407	-0.87	RNA	226389.0	226868.0	227277.0	226954.0
antisense_105	230116	+		OTH Found	CNIT	-0.567	0.813	RNA	230116.0	230263.0	230432.0	230295.0
antisense_106	230432	+		OTH Found	CNIT	-0.618	1.356	RNA	230432.0	230709.0	230840.0	230723.0
antisense_107	230840	+	CP082874.1 (1042473-1043257)	True	QRNA	37.679	2.993	RNA	230845.0	230845.0	231629.0	231629.0
antisense_108	232344	-		OTH Found	CNIT	-0.464	-0.269	RNA	231830.0	232236.0	232344.0	232286.0
antisense_109	233863	+	CP012220.1 (176432-177150)	True	QRNA	18.733	0.876	RNA	233867.0	233867.0	234591.0	234591.0
antisense_110	234916	-		OTH Found	CNIT	-0.451	-0.415	RNA	234454.0	234753.0	234916.0	234818.0
antisense_111	235559	-	CP059597.1 (1455842-1455200)	True	QRNA	22.481	1.295	RNA	234917.0	234917.0	235559.0	235559.0
antisense_112	236401	+	CP059373.1 (1209813-1208928)	True	QRNA	11.355	0.052	RNA	236401.0	236401.0	237286.0	237286.0
antisense_113	240490	-		OTH Found	CNIT	-0.662	1.814	RNA	240201.0	240424.0	240490.0	240456.0
antisense_114	240552	-		OTH Found	CNIT	-0.661	1.808	RNA	240490.0	240497.0	240552.0	240508.0
antisense_115	241002	-		OTH Found	CNIT	-0.514	0.257	RNA	240552.0	240728.0	241002.0	240790.0
antisense_116	242894	-		OTH Found	CNIT	-0.48	-0.104	RNA	242006.0	242458.0	242894.0	242541.0
antisense_117	251105	+		OTH Found	CNIT	-0.807	3.348	RNA	251105.0	251176.0	251222.0	251184.0
antisense_118	251222	+	CP059597.1 (54931-55813)	True	QRNA	31.934	2.351	RNA	251227.0	251227.0	252109.0	252109.0
antisense_119	252444	+	CP037747.1 (1468321-1469204)	False	QRNA	12.911	-0.159	COD	252444.0	252446.0	253330.0	253255.0
antisense_120	255828	-		OTH Found	CNIT	-0.524	0.362	RNA	254940.0	255676.0	255828.0	255708.0
antisense_121	257099	-		OTH Found	CNIT	-0.486	-0.043	RNA	256211.0	256438.0	257099.0	256539.0
antisense_123	261821	-	CP049075.1 (81448-80563)	False	QRNA	4.828	-0.526	COD	260936.0	261004.0	261821.0	261816.0
antisense_124	264166	-		OTH Found	CNIT	-0.427	-0.665	RNA	263278.0	264054.0	264166.0	264137.0
antisense_125	264438	-	CP035946.1 (763099-762829)	False	QRNA	2.543	-0.63	COD	264167.0	264177.0	264437.0	264437.0
antisense_126	264698	+		OTH Found	CNIT	-0.51	0.207	RNA	264698.0	264705.0	265586.0	264746.0
antisense_127	268845	+		OTH Found	CNIT	-0.394	-1.015	RNA	268845.0	269423.0	269643.0	269494.0
antisense_128	269643	+	CP020867.1 (1819201-1820067)	True	QRNA	14.022	0.35	RNA	269644.0	269700.0	270530.0	270530.0
antisense_129	270615	+	CP063091.1 (475942-476820)	True	QRNA	7.923	-0.331	RNA	270620.0	270620.0	271483.0	271483.0
antisense_130	271794	+	LR134508.1 (1344206-1345089)	True	QRNA	39.887	3.239	RNA	271794.0	271794.0	272681.0	272681.0
antisense_131	272947	+		OTH Found	CNIT	-0.492	0.02	RNA	272947.0	273043.0	273089.0	273069.0
antisense_132	273089	+		OTH Found	CNIT	-0.648	1.672	RNA	273089.0	273091.0	273206.0	273105.0
orphan_4	273206	+		OTH Found	CNIT	-0.439	-0.536	RNA	273206.0	273791.0	274008.0	273922.0
antisense_133	274008	+	CP007188.1 (340348-340761)	True	QRNA	6.465	-0.494	RNA	274008.0	274008.0	274421.0	274421.0
antisense_134	277220	+		OTH Found	CNIT	-0.571	0.858	RNA	277220.0	277241.0	277395.0	277267.0
antisense_135	277395	+	CP022347.1 (979109-979742)	False	QRNA	2.514	-0.631	COD	277395.0	277403.0	278028.0	277900.0
antisense_136	278557	+		OTH Found	CNIT	-0.473	-0.181	RNA	278557.0	278586.0	279445.0	278687.0
antisense_137	281738	+	CP059597.1 (91803-92680)	True	QRNA	22.84	1.335	RNA	281741.0	281741.0	282617.0	282617.0
antisense_138	283753	-		OTH Found	CNIT	-0.527	0.39	RNA	283408.0	283713.0	283753.0	283745.0
antisense_139	284433	-		OTH Found	CNIT	-0.459	-0.321	RNA	283753.0	283892.0	284433.0	283930.0
antisense_140	284958	+		OTH Found	CNIT	-0.614	1.312	RNA	284958.0	285069.0	285084.0	285080.0
antisense_141	285084	+	HG326877.1 (108075-107192)	False	QRNA	0.415	-0.726	COD	285084.0	285126.0	285967.0	285962.0
antisense_142	289030	-	CP007769.1 (1344530-1345260)	True	QRNA	14.492	0.403	RNA	288295.0	288295.0	289028.0	289028.0
antisense_143	291513	-	CP022347.1 (172879-171995)	True	QRNA	7.064	-0.427	RNA	290626.0	290626.0	291513.0	291513.0
antisense_144	295639	-		OTH Found	CNIT	-0.442	-0.503	RNA	294751.0	294945.0	295639.0	295013.0
antisense_145	297847	-		OTH Found	CNIT	-0.486	-0.038	RNA	296959.0	297674.0	297847.0	297724.0
antisense_146	300880	-	CP007776.2 (1293773-1294656)	True	QRNA	14.685	0.424	RNA	299994.0	299994.0	300880.0	300880.0
antisense_147	301250	-	CP059682.1 (1330060-1330415)	False	QRNA	14.842	-0.072	COD	300881.0	300886.0	301236.0	301236.0
antisense_148	303181	+	CP007772.1 (1507983-1507093)	False	QRNA	6.697	-0.441	COD	303181.0	303181.0	304068.0	304033.0
antisense_149	315202	+		OTH Found	CNIT	-0.45	-0.42	RNA	315202.0	315210.0	316090.0	315260.0
antisense_150	318239	+		OTH Found	CNIT	-0.39	-1.059	RNA	318239.0	318883.0	319095.0	318975.0
antisense_151	321322	-		OTH Found	CNIT	-0.482	-0.089	RNA	320434.0	320810.0	321322.0	320839.0
antisense_152	321532	-	LR134372.1 (911496-911297)	False	QRNA	17.003	0.026	COD	321327.0	321349.0	321526.0	321525.0
antisense_153	325826	-	CP059682.1 (1144065-1143208)	True	QRNA	17.882	0.781	RNA	324970.0	324970.0	325823.0	325823.0
antisense_154	326016	-		OTH Found	CNIT	-0.415	-0.792	RNA	325826.0	325880.0	326016.0	325951.0
antisense_155	328138	+	CP037747.1 (235081-234289)	True	QRNA	12.84	0.218	RNA	328140.0	328140.0	328931.0	328931.0
antisense_156	329308	+	CP059597.1 (134544-135078)	False	QRNA	5.998	-0.473	COD	329309.0	329450.0	329840.0	329806.0
antisense_157	335550	+	CP059597.1 (140753-141638)	True	QRNA	6.918	-0.443	RNA	335552.0	335552.0	336437.0	335986.0
antisense_158	339267	+		OTH Found	CNIT	0.639	1.043	COD	339267.0	339511.0	340155.0	339708.0
antisense_159	340162	+	HG326877.1 (55467-54569)	True	QRNA	8.53	-0.263	RNA	340163.0	340163.0	341042.0	341042.0
antisense_160	341822	+		OTH Found	CNIT	-0.709	2.308	RNA	341822.0	341905.0	341916.0	341916.0
antisense_161	341916	+		OTH Found	CNIT	-0.475	-0.155	RNA	341916.0	342179.0	342804.0	342232.0
antisense_162	346084	-		OTH Found	CNIT	-0.514	0.254	RNA	345196.0	345938.0	346084.0	345961.0
antisense_163	348080	-		OTH Found	CNIT	-0.503	0.142	RNA	347192.0	347784.0	348080.0	347843.0
antisense_164	348872	-	CP076657.1 (1296078-1296860)	True	QRNA	15.153	0.476	RNA	348096.0	348096.0	348872.0	348872.0
antisense_165	349469	-	CP043427.1 (1203902-1203317)	True	QRNA	6.931	-0.442	RNA	348887.0	348887.0	349469.0	349469.0
antisense_166	350123	+	LR134471.1 (993331-992480)	True	QRNA	9.624	-0.141	RNA	350141.0	350141.0	350986.0	350986.0
antisense_167	358052	-		OTH Found	CNIT	-0.492	0.017	RNA	357164.0	358009.0	358052.0	358044.0
antisense_168	360081	-		OTH Found	CNIT	-0.443	-0.5	RNA	359193.0	359518.0	360081.0	359598.0
antisense_169	361095	+		OTH Found	CNIT	-0.476	-0.148	RNA	361095.0	361391.0	361835.0	361504.0
antisense_170	361835	+	CP053848.1 (471453-472240)	True	QRNA	4.668	-0.695	RNA	361835.0	361835.0	362622.0	362622.0
antisense_171	362641	+	CP020867.1 (164625-163733)	True	QRNA	7.114	-0.421	RNA	362642.0	362642.0	363527.0	363435.0
antisense_172	365717	+		OTH Found	CNIT	-0.69	2.107	RNA	365717.0	365743.0	365853.0	365757.0
antisense_173	365853	+		OTH Found	CNIT	-0.448	-0.441	RNA	365853.0	366193.0	366428.0	366237.0
antisense_174	366428	+		OTH Found	CNIT	-0.543	0.56	RNA	366428.0	366431.0	366867.0	366451.0
antisense_175	366867	+	CP065357.1 (1505646-1506052)	True	QRNA	19.267	0.936	RNA	366867.0	366867.0	367274.0	367274.0
antisense_176	373574	-	CP059597.1 (179388-178675)	True	QRNA	18.197	0.816	RNA	372861.0	372861.0	373574.0	373574.0
antisense_177	374140	+	HG326877.1 (20698-19866)	True	QRNA	24.228	1.49	RNA	374140.0	374140.0	374968.0	374968.0
antisense_178	379393	-	CP022347.1 (905714-906593)	False	QRNA	2.891	-0.614	COD	378506.0	378725.0	379385.0	379162.0
antisense_179	379713	-		OTH Found	CNIT	-0.672	1.92	RNA	379393.0	379545.0	379713.0	379562.0
antisense_181	381071	-	CP059597.1 (186809-185933)	True	QRNA	16.593	0.637	RNA	380184.0	380184.0	381067.0	380998.0
antisense_182	381912	-	CP059597.1 (187654-186816)	True	QRNA	36.461	2.856	RNA	381074.0	381074.0	381912.0	381912.0
antisense_183	385752	-	CP011372.1 (310753-309864)	False	QRNA	10.306	-0.277	COD	384865.0	384969.0	385752.0	385742.0
antisense_184	393772	-		OTH Found	CNIT	-0.473	-0.179	RNA	393220.0	393656.0	393772.0	393703.0
antisense_185	394675	-		OTH Found	CNIT	-0.518	0.297	RNA	393787.0	394379.0	394675.0	394405.0
orphan_5	395392	+	CP015528.1 (36198-36590)	True	QRNA	14.719	0.428	RNA	395392.0	395392.0	395764.0	395764.0
orphan_7	397711	+	CP076657.1 (1196395-1195984)	True	QRNA	11.144	0.029	RNA	397718.0	397718.0	398120.0	398120.0
orphan_8	397943	-	AB644401.1 (649-1)	True	QRNA	15.994	0.57	RNA	397240.0	397240.0	397943.0	397943.0
antisense_186	407545	-	LR698972.1 (1011381-1011891)	False	QRNA	38.147	0.986	COD	407035.0	407075.0	407545.0	407527.0
antisense_187	410949	+		OTH Found	CNIT	-0.538	0.51	RNA	410949.0	411103.0	411353.0	411132.0
antisense_188	415385	-		OTH Found	CNIT	-0.492	0.024	RNA	414497.0	415352.0	415385.0	415375.0
antisense_189	416005	-	CP053848.1 (798939-799526)	True	QRNA	8.4	-0.278	RNA	415414.0	415414.0	416001.0	416001.0
antisense_190	418308	+	CP020867.1 (392120-392422)	True	QRNA	4.153	-0.752	RNA	418311.0	418311.0	418617.0	418617.0
antisense_191	420066	-	LR134534.1 (1125985-1126867)	True	QRNA	11.619	0.082	RNA	419185.0	419247.0	420065.0	420065.0
antisense_192	421628	+		OTH Found	CNIT	-0.519	0.302	RNA	421628.0	422005.0	422516.0	422043.0
antisense_193	423186	+	CP076657.1 (469317-470194)	True	QRNA	8.176	-0.303	RNA	423188.0	423202.0	424067.0	424067.0
antisense_194	424345	+		OTH Found	CNIT	-0.522	0.336	RNA	424345.0	424992.0	425233.0	425060.0
antisense_195	426705	-		OTH Found	CNIT	-0.478	-0.122	RNA	425817.0	425843.0	426705.0	425872.0
antisense_196	431585	-	CP076657.1 (492431-491557)	True	QRNA	27.112	1.812	RNA	430709.0	430709.0	431583.0	431583.0
antisense_197	436580	-	CP043435.1 (1357916-1358845)	True	QRNA	4.596	-0.703	RNA	435693.0	435693.0	436580.0	436367.0
antisense_198	437371	-	CP059599.1 (132250-131470)	False	QRNA	4.671	-0.533	COD	436581.0	436715.0	437364.0	437281.0
antisense_199	442042	-	CP042162.1 (1143578-1142688)	False	QRNA	0.856	-0.706	COD	441155.0	441228.0	442042.0	441890.0
antisense_200	448573	-		OTH Found	CNIT	-0.448	-0.439	RNA	447685.0	448502.0	448573.0	448528.0
antisense_201	452815	-		OTH Found	CNIT	-0.4	-0.952	RNA	451927.0	452123.0	452815.0	452239.0
antisense_202	456241	-		OTH Found	CNIT	-0.463	-0.284	RNA	455353.0	456187.0	456241.0	456231.0
antisense_203	457683	+		OTH Found	CNIT	-0.519	0.306	RNA	457683.0	457822.0	457960.0	457866.0
antisense_204	459150	-	CP044173.1 (1060965-1061851)	True	QRNA	20.228	1.043	RNA	458263.0	458263.0	459150.0	459150.0
antisense_205	459379	-		OTH Found	CNIT	-0.448	-0.438	RNA	459150.0	459156.0	459379.0	459188.0
antisense_206	461189	-	CP053854.1 (440948-441836)	True	QRNA	26.691	1.765	RNA	460304.0	460304.0	461189.0	461189.0
antisense_207	461879	-	CP053854.1 (440282-440947)	True	QRNA	7.917	-0.332	RNA	461190.0	461190.0	461879.0	461879.0
antisense_208	462020	-		OTH Found	CNIT	-0.49	0.003	RNA	461879.0	461905.0	462020.0	461958.0
antisense_209	464268	+	CP063088.1 (16369-16214)	False	QRNA	7.092	-0.423	COD	464269.0	464287.0	464424.0	464391.0
antisense_210	464437	+	CP063091.1 (729216-730116)	True	QRNA	7.079	-0.425	RNA	464440.0	464440.0	465319.0	465319.0
antisense_211	466156	+	CP007769.1 (1024923-1025704)	True	QRNA	11.711	0.092	RNA	466159.0	466159.0	466944.0	466944.0
antisense_212	469807	-	CP082947.1 (1306107-1306993)	True	QRNA	2.958	-0.886	RNA	468921.0	468921.0	469803.0	469803.0
antisense_213	470922	-	CP020478.1 (392822-393703)	False	QRNA	11.968	-0.202	COD	470035.0	470196.0	470916.0	470891.0
antisense_214	471911	-		OTH Found	CNIT	-0.43	-0.628	RNA	471023.0	471776.0	471911.0	471808.0
antisense_215	472455	+		OTH Found	CNIT	-0.416	-0.782	RNA	472455.0	472722.0	473343.0	472856.0
antisense_216	473639	+	CP063083.1 (244547-243664)	False	QRNA	25.02	0.39	COD	473642.0	473642.0	474525.0	474364.0
antisense_217	479468	-	LR134372.1 (268611-269477)	True	QRNA	18.989	0.905	RNA	478597.0	478597.0	479463.0	479463.0
antisense_218	483117	-		OTH Found	CNIT	-0.517	0.282	RNA	482229.0	483023.0	483117.0	483055.0
antisense_219	485343	+	CP063089.1 (1107044-1106159)	True	QRNA	8.573	-0.258	RNA	485345.0	485345.0	486230.0	486230.0
antisense_220	486350	+		OTH Found	CNIT	-0.477	-0.139	RNA	486350.0	486641.0	486784.0	486673.0
antisense_221	486784	+	CP022347.1 (723011-723533)	False	QRNA	11.892	-0.205	COD	486788.0	486805.0	487310.0	487239.0
antisense_222	487319	+	CP076657.1 (953008-952156)	True	QRNA	12.529	0.183	RNA	487319.0	487319.0	488205.0	488205.0
antisense_223	489435	-		OTH Found	CNIT	-0.54	0.53	RNA	489073.0	489137.0	489435.0	489151.0
antisense_224	491278	-	CP068566.1 (1300796-1301655)	True	QRNA	21.108	1.142	RNA	490419.0	490419.0	491278.0	491278.0
