transcript_id	strand	type	start	end	feature	term_id	score_term	term_start	term_end	rank_term_score	additional_term	start_with_terminator	end_with_terminator
antisense_96	-	COD	204023	204644								204023.0	204644.0
antisense_97	-	COD	206993	207713								206993.0	207713.0
antisense_98	-	RNA	210147	211034	RhoDep	T1599	0.695	210077.0	210155.0	1.0		209927.0	211034.0
antisense_99	-	RNA	211035	211559								211035.0	211559.0
antisense_100	+	RNA	220443	221330	RhoDep	T143	0.296	220529.0	220607.0	1.0		220443.0	220757.0
antisense_101	+	RNA	222403	223287	RhoDep	T145	0.424	222709.0	222787.0	1.0		222403.0	222937.0
antisense_102	+	RNA	224268	224289								224268.0	224289.0
antisense_103	+	COD	224340	224793	RhoDep	T146	0.348	224473.0	224551.0	1.0		224340.0	224701.0
antisense_104	-	RNA	226868	227277	RhoDep	T1621	0.71	226699.0	226777.0	1.0		226549.0	227277.0
antisense_105	+	RNA	230116	230295								230116.0	230295.0
antisense_106	+	RNA	230432	230723								230432.0	230723.0
antisense_107	+	RNA	230840	231629								230840.0	231629.0
antisense_108	-	RNA	232236	232344	RhoDep	T1625	0.383	231853.0	231931.0	1.0		231703.0	232344.0
antisense_109	+	RNA	233863	234591								233863.0	234591.0
antisense_110	-	RNA	234753	234916	RhoDep	T1626	0.771	234633.0	234711.0	1.0		234483.0	234916.0
antisense_111	-	RNA	234917	235559	Intrinsic	TERM3396	0.541	235491.0	235507.0	1.0		235491.0	235559.0
antisense_112	+	RNA	236401	237286	RhoDep	T155	0.691	237270.0	237348.0	1.0		236401.0	237498.0
antisense_113	-	RNA	240424	240490								240424.0	240490.0
antisense_114	-	RNA	240497	240552								240497.0	240552.0
antisense_115	-	RNA	240728	241002								240728.0	241002.0
antisense_116	-	RNA	242458	242894	Intrinsic	TERM3482	0.812	242357.0	242377.0	1.0		242357.0	242894.0
antisense_117	+	RNA	251105	251184								251105.0	251184.0
antisense_118	+	RNA	251222	252109								251222.0	252109.0
antisense_119	+	COD	252444	253255								252444.0	253255.0
antisense_120	-	RNA	255676	255828	RhoDep	T1646	0.657	255312.0	255390.0	1.0		255162.0	255828.0
antisense_121	-	RNA	256438	257099								256438.0	257099.0
antisense_123	-	COD	261004	261821	RhoDepWithHP	T1657	0.683	261014.0	261117.0	1.0	TERM3761	261014.0	261821.0
antisense_124	-	RNA	264054	264166	RhoDep	T1663	0.671	263703.0	263781.0	1.0		263553.0	264166.0
antisense_125	-	COD	264177	264438	Intrinsic	TERM3805	0.047	264386.0	264418.0	1.0		264386.0	264438.0
antisense_126	+	RNA	264698	264746	RhoDep	T168	0.531	265516.0	265594.0	1.0		264698.0	265744.0
antisense_127	+	RNA	268845	269494								268845.0	269494.0
antisense_128	+	RNA	269643	270530	RhoDep	T178	0.739	270511.0	270589.0	1.0		269643.0	270739.0
antisense_129	+	RNA	270615	271483	RhoDep	T179	0.441	270942.0	271020.0	1.0		270615.0	271170.0
antisense_130	+	RNA	271794	272681	RhoDep	T180	0.556	272425.0	272503.0	1.0		271794.0	272653.0
antisense_131	+	RNA	272947	273069								272947.0	273069.0
antisense_132	+	RNA	273089	273105								273089.0	273105.0
orphan_4	+	RNA	273206	273922	RhoDep	T183	0.604	274005.0	274083.0	1.0		273206.0	274233.0
antisense_133	+	RNA	274008	274421								274008.0	274421.0
antisense_134	+	RNA	277220	277267								277220.0	277267.0
antisense_135	+	COD	277395	277900	RhoDep	T187	0.41	277463.0	277541.0	1.0		277395.0	277691.0
antisense_136	+	RNA	278557	278687	RhoDep	T188	0.552	279195.0	279273.0	1.0		278557.0	279423.0
antisense_137	+	RNA	281738	282617	RhoDep	T190	0.698	282625.0	282703.0	1.0		281738.0	282853.0
antisense_138	-	RNA	283713	283753								283713.0	283753.0
antisense_139	-	RNA	283892	284433								283892.0	284433.0
antisense_140	+	RNA	284958	285080								284958.0	285080.0
antisense_141	+	COD	285084	285962	RhoDep	T192	0.472	285397.0	285475.0	1.0		285084.0	285625.0
antisense_142	-	RNA	288295	289030	RhoDep	T1677	0.608	288445.0	288523.0	1.0		288295.0	289030.0
antisense_143	-	RNA	290626	291513	RhoDep	T1680	0.788	290570.0	290648.0	1.0		290420.0	291513.0
antisense_144	-	RNA	294945	295639								294945.0	295639.0
antisense_145	-	RNA	297674	297847	RhoDep	T1692	0.619	297194.0	297272.0	1.0		297044.0	297847.0
antisense_146	-	RNA	299994	300880	RhoDep	T1694	0.624	300140.0	300218.0	1.0		299990.0	300880.0
antisense_147	-	COD	300886	301250								300886.0	301250.0
antisense_148	+	COD	303181	304033	RhoDep	T198	0.659	303962.0	304040.0	1.0		303181.0	304190.0
antisense_149	+	RNA	315202	315260	Intrinsic	TERM4592	0.671	315363.0	315378.0	1.0		315202.0	315378.0
antisense_150	+	RNA	318239	318975	Intrinsic	TERM4645	0.449	319061.0	319076.0	1.0		318239.0	319076.0
antisense_151	-	RNA	320810	321322								320810.0	321322.0
antisense_152	-	COD	321349	321532	RhoDep	T1715	0.588	321314.0	321392.0	1.0		321164.0	321532.0
antisense_153	-	RNA	324970	325826	RhoDep	T1721	0.672	325027.0	325105.0	1.0		324877.0	325826.0
antisense_154	-	RNA	325880	326016								325880.0	326016.0
antisense_155	+	RNA	328138	328931	Intrinsic	TERM4789	0.538	328157.0	328177.0	1.0		328138.0	328177.0
antisense_156	+	COD	329308	329806								329308.0	329806.0
antisense_157	+	RNA	335550	335986	RhoDep	T216	0.589	335915.0	335993.0	1.0		335550.0	336143.0
antisense_158	+	COD	339267	339708								339267.0	339708.0
antisense_159	+	RNA	340162	341042	RhoDep	T221	0.39	340229.0	340307.0	1.0		340162.0	340457.0
antisense_160	+	RNA	341822	341916								341822.0	341916.0
antisense_161	+	RNA	341916	342232								341916.0	342232.0
antisense_162	-	RNA	345938	346084	RhoDep	T1739	0.698	345861.0	345939.0	1.0		345711.0	346084.0
antisense_163	-	RNA	347784	348080	RhoDep	T1740	0.648	347440.0	347518.0	1.0		347290.0	348080.0
antisense_164	-	RNA	348096	348872								348096.0	348872.0
antisense_165	-	RNA	348887	349469	Intrinsic	TERM5077	0.596	348939.0	348951.0	1.0		348939.0	349469.0
antisense_166	+	RNA	350123	350986	RhoDep	T223	0.562	350661.0	350739.0	1.0		350123.0	350889.0
antisense_167	-	RNA	358009	358052	RhoDep	T1750	0.729	357857.0	357935.0	1.0		357707.0	358052.0
antisense_168	-	RNA	359518	360081								359518.0	360081.0
antisense_169	+	RNA	361095	361504	Intrinsic	TERM5225	0.844	361781.0	361813.0	1.0		361095.0	361813.0
antisense_170	+	RNA	361835	362622	RhoDep	T229	0.443	362292.0	362370.0	1.0		361835.0	362520.0
antisense_171	+	RNA	362641	363435	RhoDep	T231	0.783	363323.0	363401.0	1.0		362641.0	363551.0
antisense_172	+	RNA	365717	365757								365717.0	365757.0
antisense_173	+	RNA	365853	366237								365853.0	366237.0
antisense_174	+	RNA	366428	366451								366428.0	366451.0
antisense_175	+	RNA	366867	367274								366867.0	367274.0
antisense_176	-	RNA	372861	373574	Intrinsic	TERM5377	0.657	373218.0	373246.0	1.0		373218.0	373574.0
antisense_177	+	RNA	374140	374968	RhoDep	T235	0.407	374731.0	374809.0	1.0		374140.0	374959.0
antisense_178	-	COD	378725	379393	RhoDep	T1776	0.776	378452.0	378530.0	1.0		378302.0	379393.0
antisense_179	-	RNA	379545	379713								379545.0	379713.0
antisense_181	-	RNA	380184	381071	RhoDep	T1780	0.557	380434.0	380512.0	1.0		380284.0	381071.0
antisense_182	-	RNA	381074	381912	RhoDep	T1782	0.388	381603.0	381681.0	1.0		381453.0	381912.0
antisense_183	-	COD	384969	385752	RhoDep	T1787	0.684	385001.0	385079.0	1.0		384851.0	385752.0
antisense_184	-	RNA	393656	393772								393656.0	393772.0
antisense_185	-	RNA	394379	394675								394379.0	394675.0
orphan_5	+	RNA	395392	395764								395392.0	395764.0
orphan_7	+	RNA	397711	398120	Intrinsic	TERM5758	0.067	397728.0	397748.0	1.0		397711.0	397748.0
orphan_8	-	RNA	397240	397943								397240.0	397943.0
antisense_186	-	COD	407075	407545	RhoDep	T1825	0.757	407232.0	407310.0	1.0		407082.0	407545.0
antisense_187	+	RNA	410949	411132								410949.0	411132.0
antisense_188	-	RNA	415352	415385								415352.0	415385.0
antisense_189	-	RNA	415414	416005	RhoDep	T1840	0.227	415846.0	415924.0	1.0		415696.0	416005.0
antisense_190	+	RNA	418308	418617	Intrinsic	TERM6045	0.02	418318.0	418337.0	1.0		418308.0	418337.0
antisense_191	-	RNA	419247	420066	RhoDep	T1842	0.706	419499.0	419577.0	1.0		419349.0	420066.0
antisense_192	+	RNA	421628	422043								421628.0	422043.0
antisense_193	+	RNA	423186	424067	RhoDep	T256	0.665	424006.0	424084.0	1.0		423186.0	424234.0
antisense_194	+	RNA	424345	425060								424345.0	425060.0
antisense_195	-	RNA	425843	426705								425843.0	426705.0
antisense_196	-	RNA	430709	431585	RhoDep	T1851	0.554	431153.0	431231.0	1.0		431003.0	431585.0
antisense_197	-	RNA	435693	436580	RhoDep	T1858	0.712	435903.0	435981.0	1.0		435753.0	436580.0
antisense_198	-	COD	436715	437371	RhoDep	T1860	0.742	436614.0	436692.0	1.0		436464.0	437371.0
antisense_199	-	COD	441228	442042	RhoDep	T1871	0.447	441619.0	441697.0	1.0		441469.0	442042.0
antisense_200	-	RNA	448502	448573	RhoDep	T1887	0.728	448350.0	448428.0	1.0		448200.0	448573.0
antisense_201	-	RNA	452123	452815	RhoDep	T1898	0.731	452021.0	452099.0	1.0		451871.0	452815.0
antisense_202	-	RNA	456187	456241	RhoDep	T1902	0.525	455495.0	455573.0	1.0		455345.0	456241.0
antisense_203	+	RNA	457683	457866								457683.0	457866.0
antisense_204	-	RNA	458263	459150	RhoDep	T1905	0.31	458788.0	458866.0	1.0		458638.0	459150.0
antisense_205	-	RNA	459156	459379								459156.0	459379.0
antisense_206	-	RNA	460304	461189	Intrinsic	TERM6641	0.959	460336.0	460377.0	1.0		460336.0	461189.0
antisense_207	-	RNA	461190	461879	RhoDep	T1909	0.377	461557.0	461635.0	1.0		461407.0	461879.0
antisense_208	-	RNA	461905	462020								461905.0	462020.0
antisense_209	+	COD	464268	464391								464268.0	464391.0
antisense_210	+	RNA	464437	465319	Intrinsic	TERM6729	0.142	464687.0	464701.0	1.0		464437.0	464701.0
antisense_211	+	RNA	466156	466944	RhoDep	T266	0.467	466576.0	466654.0	1.0		466156.0	466804.0
antisense_212	-	RNA	468921	469807	RhoDep	T1919	0.726	468974.0	469052.0	1.0		468824.0	469807.0
antisense_213	-	COD	470196	470922	RhoDep	T1921	0.182	470775.0	470853.0	1.0		470625.0	470922.0
antisense_214	-	RNA	471776	471911	RhoDep	T1923	0.666	471590.0	471668.0	1.0		471440.0	471911.0
antisense_215	+	RNA	472455	472856	RhoDep	T274	0.592	472799.0	472877.0	1.0		472455.0	473027.0
antisense_216	+	COD	473639	474364	RhoDep	T277	0.665	474228.0	474306.0	1.0		473639.0	474456.0
antisense_217	-	RNA	478597	479468								478597.0	479468.0
antisense_218	-	RNA	483023	483117	RhoDepWithHP	T1932	0.527	482224.0	482451.0	1.0	TERM6982	482224.0	483117.0
antisense_219	+	RNA	485343	486230	Intrinsic	TERM7042	0.592	486038.0	486054.0	1.0		485343.0	486054.0
antisense_220	+	RNA	486350	486673								486350.0	486673.0
antisense_221	+	COD	486784	487239								486784.0	487239.0
antisense_222	+	RNA	487319	488205	RhoDep	T284	0.279	487370.0	487448.0	1.0		487319.0	487598.0
antisense_223	-	RNA	489137	489435								489137.0	489435.0
antisense_224	-	RNA	490419	491278								490419.0	491278.0
antisense_225	-	RNA	493076	493769	RhoDep	T1946	0.694	493084.0	493162.0	1.0		492934.0	493769.0
antisense_226	-	COD	494216	495068	RhoDep	T1949	0.629	494349.0	494427.0	1.0		494199.0	495068.0
antisense_227	-	RNA	498645	499532	RhoDep	T1960	0.7	498655.0	498733.0	1.0		498505.0	499532.0
antisense_228	-	RNA	499896	500130								499896.0	500130.0
antisense_229	-	RNA	500845	501520	RhoDep	T1963	0.508	500572.0	500650.0	1.0		500422.0	501520.0
antisense_230	-	RNA	503899	504453								503899.0	504453.0
antisense_231	-	RNA	505786	506645	RhoDep	T1976	0.371	506370.0	506448.0	1.0		506220.0	506645.0
antisense_232	-	COD	506696	506802	RhoDep	T1977	0.464	506685.0	506763.0	1.0		506535.0	506802.0
antisense_233	-	RNA	508893	509713	RhoDep	T1982	0.662	508766.0	508844.0	1.0		508616.0	509713.0
antisense_234	-	RNA	513394	514281	RhoDep	T1990	0.332	514058.0	514136.0	1.0		513908.0	514281.0
antisense_235	-	RNA	514669	514707								514669.0	514707.0
antisense_236	+	RNA	518232	518866								518232.0	518866.0
antisense_237	-	RNA	519616	520503	Intrinsic	TERM7459	0.473	519825.0	519842.0	1.0		519825.0	520503.0
antisense_238	-	RNA	520568	520836								520568.0	520836.0
antisense_239	+	RNA	521349	521587	RhoDep	T295	0.655	521619.0	521697.0	1.0		521349.0	521847.0
antisense_240	+	RNA	521736	522419	RhoDep	T297	0.572	522174.0	522252.0	1.0		521736.0	522402.0
antisense_242	-	RNA	523540	523998	RhoDep	T2000	0.626	523207.0	523285.0	1.0		523057.0	523998.0
antisense_243	-	RNA	524191	525078	RhoDep	T2002	0.72	524344.0	524422.0	1.0		524194.0	525078.0
antisense_244	-	RNA	530506	530840	RhoDep	T2006	0.653	530283.0	530361.0	1.0		530133.0	530840.0
antisense_245	-	RNA	534057	534370								534057.0	534370.0
antisense_246	-	RNA	544772	545657	Intrinsic	TERM7794	0.85	545020.0	545038.0	1.0		545020.0	545657.0
antisense_247	+	RNA	547563	547740								547563.0	547740.0
antisense_248	+	RNA	547747	548550	RhoDep	T307	0.586	548287.0	548365.0	1.0		547747.0	548515.0
antisense_249	+	RNA	548551	549332	Intrinsic	TERM7859	0.274	548957.0	548977.0	1.0		548551.0	548977.0
antisense_250	+	RNA	556087	556176								556087.0	556176.0
antisense_251	+	COD	556187	556222								556187.0	556222.0
antisense_252	+	COD	556238	557034	RhoDep	T312	0.544	556547.0	556625.0	1.0		556238.0	556775.0
antisense_253	+	RNA	557037	557492								557037.0	557492.0
antisense_254	+	RNA	557670	558556	RhoDep	T313	0.49	558183.0	558261.0	1.0		557670.0	558411.0
antisense_255	-	COD	559358	559809	Intrinsic	TERM8018	0.493	559729.0	559742.0	1.0		559729.0	559809.0
antisense_256	-	RNA	564402	565186								564402.0	565186.0
antisense_257	-	RNA	565187	565658								565187.0	565658.0
antisense_258	+	RNA	565912	566799								565912.0	566799.0
antisense_259	+	RNA	569360	569435	RhoDep	T317	0.66	569467.0	569545.0	1.0		569360.0	569695.0
antisense_260	+	RNA	569600	569990	RhoDep	T318	0.456	569780.0	569858.0	1.0		569600.0	570008.0
antisense_261	-	COD	572849	573732	RhoDep	T2052	0.545	573037.0	573115.0	1.0		572887.0	573732.0
antisense_262	-	RNA	574192	574833	RhoDep	T2054	0.512	574469.0	574547.0	1.0		574319.0	574833.0
antisense_263	-	RNA	578490	578658	RhoDep	T2055	0.636	578217.0	578295.0	1.0		578067.0	578658.0
antisense_264	-	RNA	578898	579122	RhoDep	T2056	0.712	578778.0	578856.0	1.0		578628.0	579122.0
antisense_265	-	RNA	579580	579605								579580.0	579605.0
antisense_266	-	RNA	579624	580340								579624.0	580340.0
antisense_267	-	RNA	580533	580708								580533.0	580708.0
antisense_268	-	RNA	583526	584401								583526.0	584401.0
antisense_269	-	RNA	592347	592582	RhoDep	T2075	0.687	592314.0	592392.0	1.0		592164.0	592582.0
antisense_270	+	COD	593784	594606	RhoDep	T327	0.704	594652.0	594730.0	1.0		593784.0	594880.0
antisense_271	-	RNA	596179	597064	RhoDep	T2078	0.343	596734.0	596812.0	1.0		596584.0	597064.0
antisense_272	-	COD	597126	597357	RhoDep	T2079	0.531	597160.0	597238.0	1.0		597010.0	597357.0
antisense_274	-	RNA	597741	598618	Intrinsic	TERM8579	0.435	598015.0	598033.0	1.0		598015.0	598618.0
antisense_275	-	COD	600509	601353	RhoDep	T2084	0.691	600398.0	600476.0	1.0		600248.0	601353.0
antisense_276	-	COD	601528	601582	RhoDep	T2086	0.633	601346.0	601424.0	1.0		601196.0	601582.0
antisense_277	-	RNA	602305	602369	RhoDep	T2087	0.592	602047.0	602125.0	1.0		601897.0	602369.0
antisense_278	+	RNA	607100	607628	RhoDep	T333	0.555	607879.0	607957.0	1.0		607100.0	608107.0
antisense_279	+	COD	609784	610221	RhoDep	T335	0.638	610166.0	610244.0	1.0		609784.0	610394.0
antisense_280	+	RNA	610353	610733								610353.0	610733.0
antisense_281	+	RNA	610784	610983	RhoDep	T336	0.397	611632.0	611710.0	1.0		610784.0	611860.0
antisense_282	+	RNA	612310	613022								612310.0	613022.0
antisense_283	+	COD	613037	613091								613037.0	613091.0
antisense_284	+	RNA	613099	613162								613099.0	613162.0
antisense_285	+	RNA	613186	613298								613186.0	613298.0
antisense_286	+	RNA	613365	613381								613365.0	613381.0
antisense_287	+	RNA	613418	614305	RhoDep	T338	0.644	614207.0	614285.0	1.0		613418.0	614435.0
antisense_288	+	RNA	617681	618019	RhoDep	T346	0.587	618152.0	618230.0	1.0		617681.0	618380.0
antisense_289	-	RNA	618410	618745								618410.0	618745.0
antisense_290	-	COD	621686	622236	RhoDep	T2104	0.714	621453.0	621531.0	1.0		621303.0	622236.0
antisense_291	-	RNA	622436	622528								622436.0	622528.0
antisense_292	-	RNA	622545	622587	RhoDep	T2107	0.607	622451.0	622529.0	1.0		622301.0	622587.0
antisense_293	-	RNA	622588	623006								622588.0	623006.0
antisense_294	-	COD	626140	626483	RhoDep	T2114	0.589	625578.0	625656.0	1.0		625428.0	626483.0
antisense_295	-	COD	626489	626603								626489.0	626603.0
antisense_296	-	RNA	627771	628648	RhoDep	T2119	0.734	627721.0	627799.0	1.0		627571.0	628648.0
antisense_297	+	RNA	631051	631346								631051.0	631346.0
antisense_299	-	RNA	632570	633431	RhoDep	T2124	0.667	632550.0	632628.0	1.0		632400.0	633431.0
antisense_300	+	RNA	634237	634261								634237.0	634261.0
antisense_301	+	RNA	634341	634392								634341.0	634392.0
antisense_302	+	RNA	634412	634506								634412.0	634506.0
antisense_303	+	RNA	635121	635292								635121.0	635292.0
antisense_304	+	RNA	637080	637140								637080.0	637140.0
antisense_305	+	COD	637186	637511	RhoDep	T354	0.693	637471.0	637549.0	1.0		637186.0	637699.0
antisense_306	-	RNA	639486	639871	RhoDep	T2135	0.743	639391.0	639469.0	1.0		639241.0	639871.0
antisense_307	+	RNA	643625	643875								643625.0	643875.0
antisense_308	+	RNA	645230	646117	Intrinsic	TERM9217	0.357	645331.0	645352.0	1.0		645230.0	645352.0
antisense_309	-	RNA	647505	648087								647505.0	648087.0
antisense_310	-	COD	655190	656053	RhoDep	T2158	0.645	655206.0	655284.0	1.0		655056.0	656053.0
antisense_311	-	RNA	656713	657528								656713.0	657528.0
antisense_312	-	RNA	662077	662963	RhoDep	T2169	0.667	662147.0	662225.0	1.0		661997.0	662963.0
antisense_313	-	RNA	663340	664227								663340.0	664227.0
antisense_314	-	RNA	665614	666445	RhoDep	T2175	0.597	665621.0	665699.0	1.0		665471.0	666445.0
