transcript_id	strand	type	start	end	feature	term_id	score_term	term_start	term_end	rank_term_score	additional_term	start_with_terminator	end_with_terminator
antisense_89	-	COD	188421	189266	RhoDep	T1665	0.648	188431.0	188509.0	1.0		188281.0	189266.0
antisense_90	+	RNA	193197	193255								193197.0	193255.0
antisense_91	+	RNA	193264	193971								193264.0	193971.0
antisense_92	+	RNA	193973	194416	RhoDep	T140	0.509	194247.0	194325.0	1.0		193973.0	194475.0
antisense_93	+	RNA	194417	195278	Intrinsic	TERM2856	0.575	195149.0	195169.0	1.0		194417.0	195169.0
antisense_94	-	RNA	195605	196333								195605.0	196333.0
antisense_95	-	RNA	196874	196998								196874.0	196998.0
antisense_96	-	COD	199346	200066								199346.0	200066.0
antisense_97	-	RNA	202536	203387	RhoDep	T1680	0.404	203135.0	203213.0	1.0		202985.0	203387.0
antisense_98	-	RNA	203388	203912								203388.0	203912.0
antisense_99	-	RNA	204421	204541	RhoDep	T1681	0.383	203860.0	203938.0	1.0		203710.0	204541.0
antisense_100	+	RNA	210118	210977	RhoDep	T144	0.35	210203.0	210281.0	1.0		210118.0	210431.0
antisense_101	+	RNA	211561	212422	RhoDep	T145	0.701	212252.0	212330.0	1.0		211561.0	212480.0
antisense_102	+	RNA	220241	221102	RhoDep	T160	0.278	220375.0	220453.0	1.0		220241.0	220603.0
antisense_103	+	RNA	221782	222643	RhoDep	T163	0.289	221934.0	222012.0	1.0		221782.0	222162.0
antisense_105	-	RNA	230659	231399	RhoDep	T1700	0.794	230584.0	230662.0	1.0		230434.0	231399.0
antisense_106	-	RNA	231657	232404								231657.0	232404.0
antisense_107	+	RNA	235007	235653	RhoDepWithHP	T168	0.6	235394.0	235507.0	1.0	TERM3397	235007.0	235507.0
antisense_108	+	RNA	235654	236514	RhoDep	T169	0.392	235811.0	235889.0	1.0		235654.0	236039.0
antisense_109	+	RNA	236791	236855	RhoDep	T170	0.755	236986.0	237064.0	1.0		236791.0	237214.0
antisense_110	+	RNA	237560	238421	RhoDep	T173	0.571	238026.0	238104.0	1.0		237560.0	238254.0
antisense_111	+	RNA	241245	242105								241245.0	242105.0
antisense_112	-	RNA	242906	243767								242906.0	243767.0
antisense_113	+	RNA	250033	250894	RhoDep	T181	0.348	250119.0	250197.0	1.0		250033.0	250347.0
antisense_114	+	RNA	251994	252845	RhoDep	T184	0.482	252300.0	252378.0	1.0		251994.0	252528.0
antisense_115	+	RNA	253859	253880								253859.0	253880.0
antisense_116	+	COD	253931	254384								253931.0	254384.0
antisense_117	-	COD	254761	254911	RhoDep	T1720	0.741	254593.0	254671.0	1.0		254443.0	254911.0
antisense_118	-	RNA	256460	256869	RhoDep	T1721	0.758	256291.0	256369.0	1.0		256141.0	256869.0
antisense_119	+	RNA	257513	258375	RhoDep	T189	0.603	258300.0	258378.0	1.0		257513.0	258528.0
antisense_120	+	RNA	259704	259884								259704.0	259884.0
antisense_121	+	RNA	260426	261215								260426.0	261215.0
antisense_122	-	RNA	261825	261933	RhoDep	T1724	0.43	261442.0	261520.0	1.0		261292.0	261933.0
antisense_123	+	RNA	262867	263080								262867.0	263080.0
antisense_124	+	RNA	263083	263592								263083.0	263592.0
antisense_125	-	RNA	263130	263591								263130.0	263591.0
antisense_126	-	RNA	263968	264560								263968.0	264560.0
antisense_127	+	RNA	265122	265903								265122.0	265903.0
antisense_128	-	RNA	269241	269492								269241.0	269492.0
antisense_129	-	RNA	269499	269554								269499.0	269554.0
antisense_130	-	RNA	269730	270004								269730.0	270004.0
antisense_131	-	COD	270028	270475	RhoDep	T1729	0.446	270181.0	270259.0	1.0		270031.0	270475.0
antisense_132	-	RNA	273924	274785								273924.0	274785.0
antisense_133	+	RNA	276422	277283	RhoDep	T198	0.473	276720.0	276798.0	1.0		276422.0	276948.0
antisense_134	+	RNA	277817	278468								277817.0	278468.0
antisense_135	-	RNA	278716	279577	RhoDep	T1735	0.402	279323.0	279401.0	1.0		279173.0	279577.0
antisense_136	+	RNA	279580	280441	RhoDep	T200	0.473	279878.0	279956.0	1.0		279580.0	280106.0
antisense_137	+	RNA	281785	281798								281785.0	281798.0
antisense_138	+	RNA	281850	282711	Intrinsic	TERM4094	0.282	282078.0	282100.0	1.0		281850.0	282100.0
antisense_139	-	RNA	286138	286456	RhoDep	T1743	0.752	285940.0	286018.0	1.0		285790.0	286456.0
antisense_140	-	RNA	287194	287726								287194.0	287726.0
antisense_142	-	COD	291631	292448	RhoDep	T1754	0.732	291666.0	291744.0	1.0		291516.0	292448.0
antisense_143	-	RNA	294707	294793	RhoDep	T1760	0.713	294330.0	294408.0	1.0		294180.0	294793.0
antisense_144	+	RNA	295327	296180	RhoDep	T208	0.778	296143.0	296221.0	1.0		295327.0	296371.0
antisense_145	+	COD	299472	300282	RhoDep	T217	0.502	299811.0	299889.0	1.0		299472.0	300039.0
antisense_146	+	COD	301242	302082	RhoDep	T220	0.619	301531.0	301609.0	1.0		301242.0	301759.0
antisense_147	+	COD	302421	302475								302421.0	302475.0
antisense_148	+	RNA	302489	303350	RhoDep	T222	0.525	303052.0	303130.0	1.0		302489.0	303280.0
antisense_149	+	RNA	303574	303696								303574.0	303696.0
antisense_150	+	RNA	303716	303732								303716.0	303732.0
antisense_151	+	RNA	303833	304549	RhoDep	T225	0.554	304632.0	304710.0	1.0		303833.0	304860.0
antisense_152	+	RNA	304635	305320	RhoDep	T226	0.359	304921.0	304999.0	1.0		304635.0	305149.0
antisense_153	+	RNA	308123	308170								308123.0	308170.0
antisense_154	+	COD	308298	308926								308298.0	308926.0
antisense_155	+	RNA	310373	310503	RhoDep	T230	0.548	311011.0	311089.0	1.0		310373.0	311239.0
antisense_156	+	RNA	313016	313553								313016.0	313553.0
antisense_157	+	RNA	313554	314415								313554.0	314415.0
antisense_158	-	RNA	315529	315569								315529.0	315569.0
antisense_159	-	COD	315706	316249	RhoDep	T1769	0.65	315688.0	315766.0	1.0		315538.0	316249.0
antisense_160	+	RNA	316774	316896								316774.0	316896.0
antisense_161	+	RNA	316900	316964	RhoDep	T234	0.775	317213.0	317291.0	1.0		316900.0	317441.0
antisense_162	-	RNA	320108	320843	RhoDep	T1775	0.656	320258.0	320336.0	1.0		320108.0	320843.0
antisense_163	-	COD	322471	323326								322471.0	323326.0
antisense_164	-	RNA	326784	327452	Intrinsic	TERM4768	0.435	326821.0	326833.0	1.0		326821.0	327452.0
antisense_165	-	RNA	329513	329660	RhoDep	T1791	0.662	329013.0	329091.0	1.0		328863.0	329660.0
antisense_166	-	RNA	331832	332693	RhoDep	T1793	0.685	331953.0	332031.0	1.0		331803.0	332693.0
antisense_167	-	COD	332699	333063								332699.0	333063.0
antisense_168	+	RNA	334994	335242	RhoDep	T238	0.552	335523.0	335601.0	1.0		334994.0	335751.0
antisense_169	+	RNA	336689	337351								336689.0	337351.0
antisense_170	+	RNA	347018	347076								347018.0	347076.0
antisense_171	+	RNA	347774	348635								347774.0	348635.0
antisense_172	+	RNA	351904	352151	RhoDep	T251	0.646	352158.0	352236.0	1.0		351904.0	352386.0
antisense_173	-	RNA	354478	354990								354478.0	354990.0
antisense_174	-	COD	355017	355200	RhoDep	T1812	0.588	354982.0	355060.0	1.0		354832.0	355200.0
antisense_176	-	RNA	358638	359498	RhoDep	T1818	0.721	358695.0	358773.0	1.0		358545.0	359498.0
antisense_177	-	RNA	359555	359684								359555.0	359684.0
antisense_178	+	COD	361806	362378								361806.0	362378.0
antisense_179	+	COD	362976	363199	RhoDep	T253	0.63	363086.0	363164.0	1.0		362976.0	363314.0
antisense_180	-	RNA	363720	364062								363720.0	364062.0
antisense_181	+	RNA	369224	369660	RhoDep	T257	0.639	369589.0	369667.0	1.0		369224.0	369817.0
antisense_182	+	RNA	371211	371444								371211.0	371444.0
antisense_183	+	COD	371488	371919	RhoDep	T260	0.611	372033.0	372111.0	1.0		371488.0	372261.0
antisense_184	+	COD	372941	373382	Intrinsic	TERM5378	0.841	373218.0	373246.0	1.0		372941.0	373246.0
antisense_185	+	RNA	373836	374692								373836.0	374692.0
antisense_186	+	RNA	375495	375589								375495.0	375589.0
antisense_187	+	COD	375589	376090								375589.0	376090.0
antisense_188	+	RNA	376097	376496								376097.0	376496.0
antisense_189	-	RNA	376706	377323	RhoDep	T1832	0.529	377112.0	377190.0	1.0		376962.0	377323.0
antisense_190	-	RNA	378900	379761								378900.0	379761.0
antisense_191	-	RNA	381487	381757	RhoDep	T1838	0.688	381117.0	381195.0	1.0		380967.0	381757.0
antisense_192	-	RNA	381773	382549								381773.0	382549.0
antisense_193	-	RNA	382683	383146								382683.0	383146.0
antisense_194	+	RNA	383800	384651	RhoDep	T264	0.615	384338.0	384416.0	1.0		383800.0	384566.0
antisense_195	+	RNA	384855	385714								384855.0	385714.0
antisense_196	+	RNA	386705	386718								386705.0	386718.0
antisense_197	+	RNA	386743	387509	RhoDep	T268	0.691	387440.0	387518.0	1.0		386743.0	387668.0
antisense_198	-	RNA	392851	393562	RhoDep	T1851	0.587	392703.0	392781.0	1.0		392553.0	393562.0
antisense_199	-	RNA	394038	394899								394038.0	394899.0
antisense_200	+	RNA	395715	396124								395715.0	396124.0
antisense_201	+	COD	396455	397243	Intrinsic	TERM5749	0.5	397244.0	397261.0	1.0		396455.0	397261.0
antisense_202	+	RNA	397261	398122	RhoDep	T273	0.696	397943.0	398021.0	1.0		397261.0	398171.0
antisense_203	+	RNA	399973	400797								399973.0	400797.0
antisense_204	+	RNA	401047	401070								401047.0	401070.0
antisense_205	+	RNA	401484	401758								401484.0	401758.0
antisense_206	-	RNA	407170	407958	RhoDep	T1865	0.52	407718.0	407796.0	1.0		407568.0	407958.0
antisense_207	+	RNA	408525	409353								408525.0	409353.0
antisense_208	-	COD	413109	413777	RhoDep	T1877	0.711	413160.0	413238.0	1.0		413010.0	413777.0
antisense_209	-	RNA	414596	415455	RhoDep	T1880	0.618	414818.0	414896.0	1.0		414668.0	415455.0
antisense_210	-	RNA	415458	416296	RhoDep	T1882	0.438	415987.0	416065.0	1.0		415837.0	416296.0
antisense_211	-	COD	419283	420136	RhoDep	T1887	0.518	419603.0	419681.0	1.0		419453.0	420136.0
antisense_212	+	RNA	424119	424503								424119.0	424503.0
antisense_213	-	RNA	430118	430234								430118.0	430234.0
antisense_214	-	RNA	430279	431140	RhoDep	T1900	0.434	430831.0	430909.0	1.0		430681.0	431140.0
orphan_4	+	RNA	431840	432210								431840.0	432210.0
antisense_215	-	RNA	432681	433292	RhoDep	T1903	0.672	432545.0	432623.0	1.0		432395.0	433292.0
orphan_6	+	RNA	434161	434521								434161.0	434521.0
antisense_216	-	RNA	433777	434451								433777.0	434451.0
antisense_217	-	COD	443557	444027	RhoDep	T1925	0.805	443714.0	443792.0	1.0		443564.0	444027.0
antisense_218	+	RNA	447431	447477								447431.0	447477.0
antisense_219	-	COD	448529	449331	RhoDep	T1934	0.477	448729.0	448807.0	1.0		448579.0	449331.0
antisense_220	-	RNA	451102	451868								451102.0	451868.0
antisense_221	+	RNA	454793	455102								454793.0	455102.0
antisense_222	+	RNA	459674	460529	Intrinsic	TERM6642	0.888	460336.0	460377.0	1.0		459674.0	460377.0
antisense_223	+	RNA	460831	461691	RhoDep	T300	0.654	461612.0	461690.0	1.0		460831.0	461840.0
antisense_225	-	RNA	462355	463191								462355.0	463191.0
antisense_226	-	COD	465311	466171	RhoDep	T1953	0.596	465565.0	465643.0	1.0		465415.0	466171.0
antisense_227	-	RNA	467219	468072	RhoDep	T1955	0.609	467640.0	467718.0	1.0		467490.0	468072.0
antisense_228	-	RNA	473010	473856	RhoDep	T1965	0.702	473099.0	473177.0	1.0		472949.0	473856.0
antisense_229	-	RNA	478152	478526	RhoDep	T1976	0.767	478103.0	478181.0	1.0		477953.0	478526.0
antisense_230	-	RNA	484989	485057	RhoDep	T1993	0.776	484834.0	484912.0	1.0		484684.0	485057.0
antisense_231	+	RNA	485994	486320								485994.0	486320.0
antisense_232	-	RNA	489535	489698	RhoDep	T2001	0.567	489050.0	489128.0	1.0		488900.0	489698.0
antisense_233	-	RNA	490489	491193	RhoDep	T2002	0.37	490922.0	491000.0	1.0		490772.0	491193.0
antisense_234	-	RNA	498073	498933								498073.0	498933.0
antisense_235	-	RNA	499412	499682								499412.0	499682.0
antisense_236	+	RNA	503287	503750								503287.0	503750.0
antisense_237	+	RNA	507273	508008								507273.0	508008.0
antisense_238	+	RNA	508939	509800								508939.0	509800.0
antisense_239	-	RNA	519102	519636	RhoDep	T2034	0.581	518845.0	518923.0	1.0		518695.0	519636.0
antisense_240	-	RNA	520872	521443	RhoDep	T2037	0.662	520736.0	520814.0	1.0		520586.0	521443.0
antisense_241	-	RNA	521636	521771								521636.0	521771.0
antisense_242	-	RNA	522615	523175								522615.0	523175.0
antisense_243	-	RNA	525605	525666								525605.0	525666.0
antisense_244	-	RNA	525673	526502	RhoDep	T2044	0.495	526102.0	526180.0	1.0		525952.0	526502.0
orphan_8	-	RNA	526502	526674								526502.0	526674.0
antisense_245	+	RNA	526959	527533								526959.0	527533.0
antisense_246	+	RNA	527552	527800	RhoDep	T317	0.46	527942.0	528020.0	1.0		527552.0	528170.0
antisense_247	-	RNA	531464	532315	RhoDep	T2049	0.479	531436.0	531514.0	1.0		531286.0	532315.0
antisense_248	-	RNA	533815	534676	RhoDep	T2053	0.42	534392.0	534470.0	1.0		534242.0	534676.0
antisense_249	-	RNA	537017	537588								537017.0	537588.0
antisense_250	-	RNA	537596	537792								537596.0	537792.0
antisense_251	-	RNA	538138	538999	RhoDep	T2056	0.751	538144.0	538222.0	1.0		537994.0	538999.0
antisense_252	-	RNA	542161	542425								542161.0	542425.0
antisense_253	+	COD	545342	545465								545342.0	545465.0
antisense_254	+	RNA	545511	546372								545511.0	546372.0
antisense_255	+	RNA	547230	548018	Intrinsic	TERM7825	0.68	547828.0	547840.0	1.0		547230.0	547840.0
antisense_256	-	RNA	550020	550881	RhoDep	T2073	0.738	550048.0	550126.0	1.0		549898.0	550881.0
antisense_257	-	COD	551270	551996	RhoDep	T2075	0.176	551849.0	551927.0	1.0		551699.0	551996.0
antisense_258	-	RNA	552850	552985	RhoDep	T2077	0.664	552664.0	552742.0	1.0		552514.0	552985.0
antisense_259	+	COD	553529	554372	RhoDep	T329	0.347	553873.0	553951.0	1.0		553529.0	554101.0
antisense_260	+	RNA	554713	554812	RhoDep	T331	0.692	554841.0	554919.0	1.0		554713.0	555069.0
antisense_261	-	RNA	564107	564201	RhoDep	T2086	0.628	563448.0	563526.0	1.0		563298.0	564201.0
antisense_262	+	RNA	566427	566641	RhoDepWithHP	T337	0.679	566700.0	566862.0	1.0	TERM8117	566427.0	566862.0
antisense_263	+	COD	567868	568323								567868.0	568323.0
antisense_264	+	RNA	568403	569222	RhoDep	T339	0.343	568454.0	568532.0	1.0		568403.0	568682.0
antisense_265	-	COD	570076	570157								570076.0	570157.0
antisense_266	-	RNA	570342	570519								570342.0	570519.0
antisense_267	-	RNA	571503	572362								571503.0	572362.0
antisense_268	-	RNA	574160	574853								574160.0	574853.0
antisense_269	-	RNA	579786	580615	RhoDep	T2112	0.766	579766.0	579844.0	1.0		579616.0	580615.0
antisense_270	-	RNA	580979	581213								580979.0	581213.0
antisense_271	-	RNA	581928	582603								581928.0	582603.0
antisense_272	-	RNA	584982	585536								584982.0	585536.0
antisense_273	-	RNA	586868	587728	RhoDep	T2127	0.415	587453.0	587531.0	1.0		587303.0	587728.0
antisense_274	-	RNA	587756	587774								587756.0	587774.0
antisense_275	-	COD	587779	587885	RhoDep	T2128	0.445	587768.0	587846.0	1.0		587618.0	587885.0
antisense_276	-	RNA	589975	590777	RhoDep	T2133	0.706	589848.0	589926.0	1.0		589698.0	590777.0
antisense_277	-	RNA	594485	595346	RhoDep	T2140	0.384	595123.0	595201.0	1.0		594973.0	595346.0
antisense_278	-	RNA	595744	595782								595744.0	595782.0
antisense_279	+	RNA	599041	599298								599041.0	599298.0
antisense_280	+	RNA	599307	599941								599307.0	599941.0
antisense_281	-	RNA	600716	601577	RhoDep	T2147	0.346	601421.0	601499.0	1.0		601271.0	601577.0
antisense_282	-	RNA	601642	601910								601642.0	601910.0
antisense_283	+	RNA	602423	602661	RhoDep	T350	0.655	602693.0	602771.0	1.0		602423.0	602921.0
antisense_284	+	RNA	602810	603493	RhoDep	T352	0.622	603248.0	603326.0	1.0		602810.0	603476.0
antisense_286	-	RNA	604640	605072	RhoDep	T2150	0.663	604281.0	604359.0	1.0		604131.0	605072.0
antisense_287	-	RNA	605076	605937	RhoDep	T2152	0.706	605418.0	605496.0	1.0		605268.0	605937.0
antisense_288	-	RNA	609865	610294	RhoDep	T2155	0.763	609737.0	609815.0	1.0		609587.0	610294.0
antisense_289	-	RNA	612973	613716								612973.0	613716.0
antisense_290	-	RNA	613761	613824	RhoDep	T2161	0.554	613649.0	613727.0	1.0		613499.0	613824.0
antisense_291	+	RNA	627017	627194								627017.0	627194.0
antisense_292	+	RNA	627201	628004	RhoDep	T361	0.636	627741.0	627819.0	1.0		627201.0	627969.0
antisense_293	+	RNA	628005	628499	RhoDep	T362	0.234	628038.0	628116.0	1.0		628005.0	628266.0
antisense_294	+	RNA	628500	629063								628500.0	629063.0
antisense_295	+	RNA	635529	635618								635529.0	635618.0
antisense_297	+	COD	635641	635676								635641.0	635676.0
antisense_298	+	COD	635692	636488	RhoDep	T365	0.594	636001.0	636079.0	1.0		635692.0	636229.0
antisense_299	+	RNA	636491	636946								636491.0	636946.0
antisense_300	+	RNA	637124	637985	RhoDep	T366	0.498	637637.0	637715.0	1.0		637124.0	637865.0
antisense_301	-	COD	638803	639262	Intrinsic	TERM9134	0.713	638989.0	639005.0	1.0		638989.0	639262.0
antisense_302	-	RNA	644251	645111	RhoDep	T2195	0.649	644260.0	644338.0	1.0		644110.0	645111.0
antisense_303	+	RNA	648814	648889	RhoDep	T370	0.66	648921.0	648999.0	1.0		648814.0	649149.0
antisense_304	+	RNA	649054	649444	RhoDep	T371	0.456	649234.0	649312.0	1.0		649054.0	649462.0
antisense_305	-	COD	651809	652515	RhoDep	T2201	0.746	651885.0	651963.0	1.0		651735.0	652515.0
antisense_306	-	RNA	653496	654287								653496.0	654287.0
antisense_307	-	RNA	657944	658112	RhoDep	T2206	0.779	657804.0	657882.0	1.0		657654.0	658112.0
antisense_308	-	RNA	658352	658576	RhoDep	T2207	0.762	658232.0	658310.0	1.0		658082.0	658576.0
antisense_309	-	RNA	659034	659059	RhoDep	T2209	0.785	658928.0	659006.0	1.0		658778.0	659059.0
antisense_310	-	RNA	659078	659794								659078.0	659794.0
antisense_311	-	RNA	659942	660162								659942.0	660162.0
antisense_312	-	RNA	660306	660337								660306.0	660337.0
antisense_313	-	RNA	663085	663898								663085.0	663898.0
antisense_314	-	RNA	666186	666282								666186.0	666282.0
antisense_315	+	RNA	668685	669463	RhoDep	T374	0.625	669542.0	669620.0	1.0		668685.0	669770.0
antisense_316	+	COD	676896	677718								676896.0	677718.0
antisense_317	-	RNA	679875	680469								679875.0	680469.0
antisense_318	-	COD	683624	684468	Intrinsic	TERM9770	0.777	683643.0	683664.0	1.0		683643.0	684468.0
antisense_319	-	COD	684643	684697	RhoDep	T2243	0.683	684461.0	684539.0	1.0		684311.0	684697.0
antisense_320	-	RNA	685420	685484	RhoDep	T2244	0.592	685162.0	685240.0	1.0		685012.0	685484.0
antisense_321	+	COD	692899	693370	RhoDep	T387	0.604	693282.0	693360.0	1.0		692899.0	693510.0
antisense_322	+	RNA	693469	693837								693469.0	693837.0
antisense_323	+	RNA	693888	694087	RhoDep	T388	0.704	694692.0	694770.0	1.0		693888.0	694920.0
orphan_9	-	RNA	694747	695304								694747.0	695304.0
orphan_10	-	RNA	695373	695391								695373.0	695391.0
orphan_11	+	RNA	696140	696164								696140.0	696164.0
orphan_12	+	RNA	696202	696265								696202.0	696265.0
antisense_324	+	RNA	696289	696401								696289.0	696401.0
antisense_325	+	RNA	696468	696484								696468.0	696484.0
antisense_326	+	RNA	696521	697370	RhoDep	T390	0.765	697310.0	697388.0	1.0		696521.0	697538.0
antisense_327	+	RNA	700784	701135	RhoDep	T399	0.597	701255.0	701333.0	1.0		700784.0	701483.0
antisense_328	-	RNA	701513	701849	Intrinsic	TERM10051	0.76	701508.0	701522.0	1.0		701508.0	701849.0
