transcript_id	position	strand	transcript_length	winner	feature	term_start	term_end	mfe	summary	GeneStart	GeneEnd	GeneLength	GeneLengthWithUTR	url_for_image
orphan_13	1073590	-	696	RNA	Intrinsic	1073295.0	1073316.0	-43.9	NA	1073295.0	1073581.0	287.0	296.0	orphan_13_ss.jpg
orphan_15	1141664	-	888	RNA	NA	NA	NA	-139.5	[['motif_0', 29, 0.00267]]	1140777.0	1141663.0	887.0	888.0	orphan_15_ss.jpg
orphan_17	1433397	-	888	RNA	RhoDep	1432912.0	1432990.0	-109.75	NA	1432762.0	1433397.0	636.0	636.0	orphan_17_ss.jpg
orphan_18	1436138	-	348	RNA	NA	NA	NA	-58.9	[['motif_0', 29, 0.000242]]	1435791.0	1436138.0	348.0	348.0	orphan_18_ss.jpg
orphan_20	1601440	-	466	RNA	RhoDep	1601068.0	1601146.0	-85.5	NA	1600918.0	1601440.0	523.0	523.0	orphan_20_ss.jpg
antisense_10	15890	+	660	RNA	Intrinsic	16419.0	16432.0	-110.0	[['motif_0', 29, 0.00111]]	16288.0	16432.0	145.0	543.0	antisense_10_ss.jpg
antisense_11	16550	+	164	COD	NA	NA	NA	NA	[['motif_0', 9, 0.000879]]	16550.0	16624.0	75.0	75.0	
antisense_12	16714	+	398	RNA	NA	NA	NA	-10.3	NA	16771.0	16806.0	36.0	93.0	antisense_12_ss.jpg
antisense_13	17112	+	434	RNA	NA	NA	NA	-30.0	[['motif_0', 29, 0.0014]]	17161.0	17328.0	168.0	217.0	antisense_13_ss.jpg
antisense_15	20156	+	674	RNA	RhoDep	20738.0	20816.0	-147.6	[['motif_0', 29, 0.00267]]	20158.0	20966.0	809.0	811.0	antisense_15_ss.jpg
antisense_16	24677	+	888	RNA	RhoDep	25301.0	25379.0	-151.2	NA	24677.0	25529.0	853.0	853.0	antisense_16_ss.jpg
antisense_17	26083	+	888	RNA	NA	NA	NA	-201.9	[['motif_0', 28, 0.000135]]	26083.0	26970.0	888.0	888.0	antisense_17_ss.jpg
antisense_18	27109	+	888	RNA	NA	NA	NA	-181.1	NA	27109.0	27992.0	884.0	884.0	antisense_18_ss.jpg
antisense_29	62832	+	888	COD	RhoDep	63672.0	63750.0	NA	[['motif_0', 30, 0.0036]]	63017.0	63900.0	884.0	1069.0	
antisense_30	66266	+	888	COD	RhoDep	66879.0	66957.0	NA	[['motif_0', 29, 0.000689]]	66375.0	67107.0	733.0	842.0	
antisense_31	67632	+	888	COD	RhoDep	68457.0	68535.0	NA	NA	67653.0	68685.0	1033.0	1054.0	
antisense_35	74603	+	527	RNA	NA	NA	NA	-28.8	[['motif_0', 29, 0.000115]]	74839.0	74853.0	15.0	251.0	antisense_35_ss.jpg
antisense_36	75130	+	116	RNA	NA	NA	NA	0.0	[['motif_0', 31, 4.97e-05]]	75132.0	75149.0	18.0	20.0	antisense_36_ss.jpg
antisense_37	75246	+	888	RNA	NA	NA	NA	-138.0	[['motif_0', 29, 9.08e-06]]	75246.0	76080.0	835.0	835.0	antisense_37_ss.jpg
antisense_38	76200	+	500	RNA	NA	NA	NA	-85.0	NA	76207.0	76699.0	493.0	500.0	antisense_38_ss.jpg
antisense_39	76700	+	401	RNA	NA	NA	NA	-19.5	[['motif_0', 29, 0.00111]]	76820.0	76840.0	21.0	141.0	antisense_39_ss.jpg
antisense_43	80234	+	888	RNA	NA	NA	NA	-96.4	NA	80241.0	80842.0	602.0	609.0	antisense_43_ss.jpg
antisense_44	81682	+	888	RNA	NA	NA	NA	-108.3	[['motif_0', 14, 0.000991]]	82223.0	82333.0	111.0	652.0	antisense_44_ss.jpg
antisense_45	84627	+	888	COD	RhoDep	85316.0	85394.0	NA	[['motif_0', 32, 7.07e-05]]	84647.0	85544.0	898.0	918.0	
antisense_46	88905	+	430	RNA	NA	NA	NA	-67.6	[['motif_0', 29, 0.0036]]	89160.0	89198.0	39.0	294.0	antisense_46_ss.jpg
antisense_47	89335	+	43	COD	NA	NA	NA	NA	[['motif_0', 29, 0.000363]]	89338.0	89376.0	39.0	42.0	
antisense_48	89378	+	888	RNA	RhoDep	89421.0	89499.0	-50.4	[['motif_0', 28, 4.13e-05]]	89378.0	89649.0	272.0	272.0	antisense_48_ss.jpg
antisense_50	94415	+	888	RNA	Intrinsic	95058.0	95079.0	-129.9	[['motif_0', 29, 7.07e-05]]	94416.0	95079.0	664.0	665.0	antisense_50_ss.jpg
antisense_51	99428	+	60	COD	NA	NA	NA	NA	NA	99435.0	99470.0	36.0	43.0	
antisense_52	99488	+	888	RNA	RhoDep	99964.0	100042.0	-128.4	NA	99541.0	100192.0	652.0	705.0	antisense_52_ss.jpg
antisense_58	105989	+	666	RNA	NA	NA	NA	-85.6	NA	105990.0	106496.0	507.0	508.0	antisense_58_ss.jpg
antisense_67	137571	+	888	RNA	NA	NA	NA	-159.9	[['motif_0', 30, 3.41e-05]]	137571.0	138456.0	886.0	886.0	antisense_67_ss.jpg
antisense_68	139631	+	888	RNA	RhoDep	140064.0	140142.0	-115.6	[['motif_0', 29, 0.000991]]	139647.0	140292.0	646.0	662.0	antisense_68_ss.jpg
antisense_69	141624	+	888	RNA	RhoDep	141863.0	141941.0	-78.9	[['motif_0', 32, 0.00295]]	141752.0	142091.0	340.0	468.0	antisense_69_ss.jpg
antisense_75	169230	+	888	RNA	RhoDep	169875.0	169953.0	-142.9	[['motif_0', 29, 0.000472]]	169230.0	170103.0	874.0	874.0	antisense_75_ss.jpg
antisense_76	171691	+	888	RNA	NA	NA	NA	-89.8	[['motif_0', 20, 0.00326]]	172172.0	172225.0	54.0	535.0	antisense_76_ss.jpg
antisense_77	174232	+	656	RNA	NA	NA	NA	-87.19	[['motif_0', 8, 4.97e-05]]	174669.0	174803.0	135.0	572.0	antisense_77_ss.jpg
antisense_78	176666	+	467	RNA	Intrinsic	176995.0	177034.0	-84.5	[['motif_0', 29, 0.00435]]	176666.0	177034.0	369.0	369.0	antisense_78_ss.jpg
antisense_80	180109	+	888	RNA	RhoDep	180570.0	180648.0	-104.0	[['motif_0', 29, 9.85e-05]]	180342.0	180798.0	457.0	690.0	antisense_80_ss.jpg
antisense_81	182248	+	168	RNA	RhoDep	182377.0	182455.0	-50.8	[['motif_0', 29, 0.00241]]	182348.0	182605.0	258.0	358.0	antisense_81_ss.jpg
antisense_82	182416	+	448	RNA	RhoDep	182763.0	182841.0	-90.9	[['motif_0', 29, 0.00326]]	182419.0	182991.0	573.0	576.0	antisense_82_ss.jpg
antisense_83	182864	+	793	RNA	NA	NA	NA	-128.2	[['motif_0', 28, 0.000135]]	182864.0	183557.0	694.0	694.0	antisense_83_ss.jpg
antisense_85	188288	+	365	RNA	RhoDep	188639.0	188717.0	-83.3	NA	188505.0	188867.0	363.0	580.0	antisense_85_ss.jpg
antisense_86	188653	+	888	RNA	NA	NA	NA	-148.0	[['motif_0', 29, 4.97e-05]]	188653.0	189540.0	888.0	888.0	antisense_86_ss.jpg
antisense_87	192251	+	888	COD	RhoDep	192999.0	193077.0	NA	[['motif_0', 29, 3.41e-05]]	192339.0	193227.0	889.0	977.0	
antisense_88	193344	+	327	RNA	RhoDep	193458.0	193536.0	-72.7	[['motif_0', 29, 2.79e-05]]	193439.0	193686.0	248.0	343.0	antisense_88_ss.jpg
antisense_89	193671	+	888	RNA	RhoDep	193959.0	194037.0	-63.5	[['motif_0', 29, 3.41e-05]]	193928.0	194187.0	260.0	517.0	antisense_89_ss.jpg
antisense_91	200840	+	776	RNA	NA	NA	NA	-124.4	[['motif_0', 30, 0.00157]]	200842.0	201614.0	773.0	775.0	antisense_91_ss.jpg
antisense_92	201616	+	445	RNA	Intrinsic	201774.0	201800.0	-31.8	[['motif_0', 30, 0.00396]]	201616.0	201800.0	185.0	185.0	antisense_92_ss.jpg
antisense_93	202061	+	888	RNA	NA	NA	NA	-163.2	NA	202061.0	202948.0	888.0	888.0	antisense_93_ss.jpg
antisense_100	220443	+	888	RNA	RhoDep	220529.0	220607.0	-61.0	[['motif_0', 30, 0.000472]]	220452.0	220757.0	306.0	315.0	antisense_100_ss.jpg
antisense_101	222403	+	888	RNA	RhoDep	222709.0	222787.0	-81.9	[['motif_0', 29, 8.37e-05]]	222404.0	222937.0	534.0	535.0	antisense_101_ss.jpg
antisense_102	224268	+	72	RNA	NA	NA	NA	-1.8	NA	224269.0	224289.0	21.0	22.0	antisense_102_ss.jpg
antisense_103	224340	+	641	COD	RhoDep	224473.0	224551.0	NA	[['motif_0', 3, 0.00267]]	224344.0	224701.0	358.0	362.0	
antisense_105	230116	+	316	RNA	NA	NA	NA	-33.4	[['motif_0', 2, 0.00267]]	230263.0	230295.0	33.0	180.0	antisense_105_ss.jpg
antisense_106	230432	+	408	RNA	NA	NA	NA	-45.4	NA	230709.0	230723.0	15.0	292.0	antisense_106_ss.jpg
antisense_107	230840	+	790	RNA	NA	NA	NA	-144.5	NA	230845.0	231629.0	785.0	790.0	antisense_107_ss.jpg
antisense_109	233863	+	729	RNA	NA	NA	NA	-121.1	NA	233867.0	234591.0	725.0	729.0	antisense_109_ss.jpg
antisense_112	236401	+	888	RNA	RhoDep	237270.0	237348.0	-171.41	[['motif_0', 28, 1.46e-05]]	236401.0	237498.0	1098.0	1098.0	antisense_112_ss.jpg
antisense_117	251105	+	117	RNA	NA	NA	NA	-8.7	NA	251176.0	251184.0	9.0	80.0	antisense_117_ss.jpg
antisense_118	251222	+	888	RNA	NA	NA	NA	-160.5	[['motif_0', 30, 0.000115]]	251227.0	252109.0	883.0	888.0	antisense_118_ss.jpg
antisense_119	252444	+	888	COD	NA	NA	NA	NA	[['motif_0', 29, 0.00157]]	252446.0	253255.0	810.0	812.0	
antisense_126	264698	+	888	RNA	RhoDep	265516.0	265594.0	-184.6	NA	264705.0	265744.0	1040.0	1047.0	antisense_126_ss.jpg
antisense_127	268845	+	798	RNA	NA	NA	NA	-106.4	NA	269423.0	269494.0	72.0	650.0	antisense_127_ss.jpg
antisense_128	269643	+	888	RNA	RhoDep	270511.0	270589.0	-196.3	[['motif_0', 28, 0.00396]]	269700.0	270739.0	1040.0	1097.0	antisense_128_ss.jpg
antisense_129	270615	+	888	RNA	RhoDep	270942.0	271020.0	-101.4	[['motif_0', 30, 0.000157]]	270620.0	271170.0	551.0	556.0	antisense_129_ss.jpg
antisense_130	271794	+	888	RNA	RhoDep	272425.0	272503.0	-174.2	[['motif_0', 29, 2.79e-05]]	271794.0	272653.0	860.0	860.0	antisense_130_ss.jpg
antisense_131	272947	+	142	RNA	NA	NA	NA	-24.6	[['motif_0', 30, 0.000779]]	273043.0	273069.0	27.0	123.0	antisense_131_ss.jpg
antisense_132	273089	+	117	RNA	NA	NA	NA	0.0	[['motif_0', 29, 0.000537]]	273091.0	273105.0	15.0	17.0	antisense_132_ss.jpg
antisense_133	274008	+	414	RNA	NA	NA	NA	-61.4	[['motif_0', 30, 0.000182]]	274008.0	274421.0	414.0	414.0	antisense_133_ss.jpg
antisense_134	277220	+	175	RNA	NA	NA	NA	-1.9	[['motif_0', 29, 0.00175]]	277241.0	277267.0	27.0	48.0	antisense_134_ss.jpg
antisense_135	277395	+	888	COD	RhoDep	277463.0	277541.0	NA	[['motif_0', 28, 0.0014]]	277403.0	277691.0	289.0	297.0	
antisense_136	278557	+	888	RNA	RhoDep	279195.0	279273.0	-186.3	[['motif_0', 29, 0.000318]]	278586.0	279423.0	838.0	867.0	antisense_136_ss.jpg
antisense_137	281738	+	888	RNA	RhoDep	282625.0	282703.0	-214.6	[['motif_0', 29, 0.000415]]	281741.0	282853.0	1113.0	1116.0	antisense_137_ss.jpg
antisense_140	284958	+	126	RNA	NA	NA	NA	-18.6	NA	285069.0	285080.0	12.0	123.0	antisense_140_ss.jpg
antisense_141	285084	+	888	COD	RhoDep	285397.0	285475.0	NA	[['motif_0', 28, 0.000135]]	285126.0	285625.0	500.0	542.0	
antisense_148	303181	+	888	COD	RhoDep	303962.0	304040.0	NA	[['motif_0', 31, 7.05e-06], ['motif_3', 5, 2e-06]]	303181.0	304190.0	1010.0	1010.0	
antisense_149	315202	+	888	RNA	Intrinsic	315363.0	315378.0	-31.2	[['motif_0', 8, 0.000689]]	315210.0	315378.0	169.0	177.0	antisense_149_ss.jpg
antisense_150	318239	+	856	RNA	Intrinsic	319061.0	319076.0	-125.21	[['motif_0', 31, 0.00396]]	318883.0	319076.0	194.0	838.0	antisense_150_ss.jpg
antisense_155	328138	+	888	RNA	Intrinsic	328157.0	328177.0	-10.1	[['motif_0', 29, 0.00157]]	328140.0	328177.0	38.0	40.0	antisense_155_ss.jpg
antisense_156	329308	+	698	COD	NA	NA	NA	NA	NA	329450.0	329806.0	357.0	499.0	
antisense_157	335550	+	888	RNA	RhoDep	335915.0	335993.0	-107.5	[['motif_0', 12, 8.37e-05]]	335552.0	336143.0	592.0	594.0	antisense_157_ss.jpg
antisense_158	339267	+	888	COD	NA	NA	NA	NA	NA	339511.0	339708.0	198.0	442.0	
antisense_159	340162	+	888	RNA	RhoDep	340229.0	340307.0	-55.2	NA	340163.0	340457.0	295.0	296.0	antisense_159_ss.jpg
antisense_160	341822	+	94	RNA	NA	NA	NA	-10.5	[['motif_0', 29, 0.000537]]	341905.0	341916.0	12.0	95.0	antisense_160_ss.jpg
antisense_161	341916	+	888	RNA	NA	NA	NA	-53.2	NA	342179.0	342232.0	54.0	317.0	antisense_161_ss.jpg
antisense_166	350123	+	888	RNA	RhoDep	350661.0	350739.0	-154.1	[['motif_0', 29, 0.000537]]	350141.0	350889.0	749.0	767.0	antisense_166_ss.jpg
antisense_169	361095	+	740	RNA	Intrinsic	361781.0	361813.0	-158.6	[['motif_0', 30, 0.00157]]	361391.0	361813.0	423.0	719.0	antisense_169_ss.jpg
antisense_170	361835	+	806	RNA	RhoDep	362292.0	362370.0	-150.9	NA	361835.0	362520.0	686.0	686.0	antisense_170_ss.jpg
antisense_171	362641	+	888	RNA	RhoDep	363323.0	363401.0	-160.4	[['motif_0', 29, 1.67e-08]]	362642.0	363551.0	910.0	911.0	antisense_171_ss.jpg
antisense_172	365717	+	136	RNA	NA	NA	NA	-1.4	[['motif_0', 30, 0.000879]]	365743.0	365757.0	15.0	41.0	antisense_172_ss.jpg
antisense_173	365853	+	575	RNA	NA	NA	NA	-70.8	NA	366193.0	366237.0	45.0	385.0	antisense_173_ss.jpg
antisense_174	366428	+	439	RNA	NA	NA	NA	-1.4	[['motif_0', 28, 0.000609]]	366431.0	366451.0	21.0	24.0	antisense_174_ss.jpg
antisense_175	366867	+	441	RNA	NA	NA	NA	-64.3	[['motif_0', 29, 0.0036]]	366867.0	367274.0	408.0	408.0	antisense_175_ss.jpg
antisense_177	374140	+	829	RNA	RhoDep	374731.0	374809.0	-172.1	NA	374140.0	374959.0	820.0	820.0	antisense_177_ss.jpg
antisense_187	410949	+	404	RNA	NA	NA	NA	-32.51	NA	411103.0	411132.0	30.0	184.0	antisense_187_ss.jpg
antisense_190	418308	+	317	RNA	Intrinsic	418318.0	418337.0	-2.0	NA	418311.0	418337.0	27.0	30.0	antisense_190_ss.jpg
antisense_192	421628	+	888	RNA	NA	NA	NA	-69.2	[['motif_4', 1, 7.52e-12]]	422005.0	422043.0	39.0	416.0	antisense_192_ss.jpg
antisense_193	423186	+	888	RNA	RhoDep	424006.0	424084.0	-192.6	[['motif_0', 30, 0.000472]]	423202.0	424234.0	1033.0	1049.0	antisense_193_ss.jpg
antisense_194	424345	+	888	RNA	NA	NA	NA	-145.9	[['motif_0', 29, 3.41e-05]]	424992.0	425060.0	69.0	716.0	antisense_194_ss.jpg
antisense_203	457683	+	277	RNA	NA	NA	NA	-27.9	[['motif_0', 18, 0.0036]]	457822.0	457866.0	45.0	184.0	antisense_203_ss.jpg
antisense_209	464268	+	169	COD	NA	NA	NA	NA	[['motif_0', 29, 0.000415]]	464287.0	464391.0	105.0	124.0	
antisense_210	464437	+	888	RNA	Intrinsic	464687.0	464701.0	-50.6	[['motif_0', 29, 0.000779]]	464440.0	464701.0	262.0	265.0	antisense_210_ss.jpg
antisense_211	466156	+	792	RNA	RhoDep	466576.0	466654.0	-131.1	NA	466159.0	466804.0	646.0	649.0	antisense_211_ss.jpg
antisense_215	472455	+	888	RNA	RhoDep	472799.0	472877.0	-91.4	[['motif_0', 15, 0.00195]]	472722.0	473027.0	306.0	573.0	antisense_215_ss.jpg
antisense_216	473639	+	888	COD	RhoDep	474228.0	474306.0	NA	NA	473642.0	474456.0	815.0	818.0	
antisense_219	485343	+	888	RNA	Intrinsic	486038.0	486054.0	-126.6	[['motif_0', 26, 0.000879]]	485345.0	486054.0	710.0	712.0	antisense_219_ss.jpg
antisense_220	486350	+	434	RNA	NA	NA	NA	-79.7	[['motif_0', 14, 0.000609]]	486641.0	486673.0	33.0	324.0	antisense_220_ss.jpg
antisense_221	486784	+	535	COD	NA	NA	NA	NA	NA	486805.0	487239.0	435.0	456.0	
antisense_222	487319	+	888	RNA	RhoDep	487370.0	487448.0	-50.1	[['motif_0', 30, 0.00157]]	487319.0	487598.0	280.0	280.0	antisense_222_ss.jpg
antisense_236	518232	+	655	RNA	NA	NA	NA	-118.5	[['motif_0', 29, 0.00175]]	518232.0	518866.0	635.0	635.0	antisense_236_ss.jpg
antisense_239	521349	+	387	RNA	RhoDep	521619.0	521697.0	-83.1	NA	521558.0	521847.0	290.0	499.0	antisense_239_ss.jpg
antisense_240	521736	+	698	RNA	RhoDep	522174.0	522252.0	-121.5	NA	521737.0	522402.0	666.0	667.0	antisense_240_ss.jpg
antisense_247	547563	+	184	RNA	NA	NA	NA	-31.5	[['motif_0', 30, 0.00195], ['motif_3', 18, 2.48e-06]]	547711.0	547740.0	30.0	178.0	antisense_247_ss.jpg
antisense_248	547747	+	804	RNA	RhoDep	548287.0	548365.0	-144.4	[['motif_0', 30, 0.000779]]	547748.0	548515.0	768.0	769.0	antisense_248_ss.jpg
antisense_249	548551	+	888	RNA	Intrinsic	548957.0	548977.0	-73.6	NA	548551.0	548977.0	427.0	427.0	antisense_249_ss.jpg
antisense_250	556087	+	100	RNA	NA	NA	NA	-9.9	[['motif_0', 17, 1.46e-05]]	556147.0	556176.0	30.0	90.0	antisense_250_ss.jpg
antisense_251	556187	+	51	COD	NA	NA	NA	NA	NA	556190.0	556222.0	33.0	36.0	
antisense_252	556238	+	799	COD	RhoDep	556547.0	556625.0	NA	[['motif_0', 7, 0.00217]]	556241.0	556775.0	535.0	538.0	
antisense_253	557037	+	633	RNA	NA	NA	NA	-77.0	[['motif_0', 31, 0.000779]]	557445.0	557492.0	48.0	456.0	antisense_253_ss.jpg
antisense_254	557670	+	888	RNA	RhoDep	558183.0	558261.0	-118.8	[['motif_0', 30, 0.00125]]	557670.0	558411.0	742.0	742.0	antisense_254_ss.jpg
antisense_258	565912	+	888	RNA	NA	NA	NA	-190.4	[['motif_0', 31, 7.07e-05]]	565922.0	566799.0	878.0	888.0	antisense_258_ss.jpg
antisense_259	569360	+	240	RNA	RhoDep	569467.0	569545.0	-59.4	[['motif_0', 29, 0.00241]]	569400.0	569695.0	296.0	336.0	antisense_259_ss.jpg
antisense_260	569600	+	487	RNA	RhoDep	569780.0	569858.0	-70.3	NA	569607.0	570008.0	402.0	409.0	antisense_260_ss.jpg
antisense_270	593784	+	888	COD	RhoDep	594652.0	594730.0	NA	NA	594421.0	594880.0	460.0	1097.0	
antisense_278	607100	+	888	RNA	RhoDep	607879.0	607957.0	-209.89	NA	607554.0	608107.0	554.0	1008.0	antisense_278_ss.jpg
antisense_279	609784	+	569	COD	RhoDep	610166.0	610244.0	NA	[['motif_0', 29, 0.000879]]	609908.0	610394.0	487.0	611.0	
antisense_280	610353	+	431	RNA	NA	NA	NA	-54.1	[['motif_0', 29, 0.000415]]	610698.0	610733.0	36.0	381.0	antisense_280_ss.jpg
antisense_281	610784	+	888	RNA	RhoDep	611632.0	611710.0	-199.3	NA	610873.0	611860.0	988.0	1077.0	antisense_281_ss.jpg
antisense_282	612310	+	727	RNA	NA	NA	NA	-125.7	NA	612984.0	613022.0	39.0	713.0	antisense_282_ss.jpg
antisense_283	613037	+	62	COD	NA	NA	NA	NA	[['motif_0', 29, 0.000318]]	613041.0	613091.0	51.0	55.0	
antisense_284	613099	+	87	RNA	NA	NA	NA	-5.3	[['motif_0', 30, 7.07e-05]]	613148.0	613162.0	15.0	64.0	antisense_284_ss.jpg
antisense_285	613186	+	179	RNA	NA	NA	NA	-12.5	NA	613278.0	613298.0	21.0	113.0	antisense_285_ss.jpg
antisense_286	613365	+	53	RNA	NA	NA	NA	0.0	[['motif_0', 30, 4.97e-05]]	613367.0	613381.0	15.0	17.0	antisense_286_ss.jpg
antisense_287	613418	+	888	RNA	RhoDep	614207.0	614285.0	-194.4	NA	613430.0	614435.0	1006.0	1018.0	antisense_287_ss.jpg
antisense_288	617681	+	815	RNA	RhoDep	618152.0	618230.0	-140.6	[['motif_0', 30, 0.000779]]	617969.0	618380.0	412.0	700.0	antisense_288_ss.jpg
antisense_297	631051	+	356	RNA	NA	NA	NA	-48.9	[['motif_0', 30, 0.00326]]	631284.0	631346.0	63.0	296.0	antisense_297_ss.jpg
antisense_300	634237	+	104	RNA	NA	NA	NA	0.0	NA	634250.0	634261.0	12.0	25.0	antisense_300_ss.jpg
antisense_301	634341	+	71	RNA	NA	NA	NA	-3.7	[['motif_0', 30, 0.000609]]	634366.0	634392.0	27.0	52.0	antisense_301_ss.jpg
antisense_302	634412	+	709	RNA	NA	NA	NA	-7.9	NA	634477.0	634506.0	30.0	95.0	antisense_302_ss.jpg
antisense_303	635121	+	507	RNA	NA	NA	NA	-34.5	NA	635260.0	635292.0	33.0	172.0	antisense_303_ss.jpg
antisense_304	637080	+	106	RNA	NA	NA	NA	-6.1	[['motif_0', 28, 0.000182]]	637123.0	637140.0	18.0	61.0	antisense_304_ss.jpg
antisense_305	637186	+	408	COD	RhoDep	637471.0	637549.0	NA	NA	637206.0	637699.0	494.0	514.0	
antisense_307	643625	+	638	RNA	NA	NA	NA	-38.6	NA	643801.0	643875.0	75.0	251.0	antisense_307_ss.jpg
antisense_308	645230	+	888	RNA	Intrinsic	645331.0	645352.0	-11.3	NA	645231.0	645352.0	122.0	123.0	antisense_308_ss.jpg
antisense_316	672776	+	888	RNA	NA	NA	NA	-159.3	NA	672776.0	673659.0	884.0	884.0	antisense_316_ss.jpg
antisense_317	673786	+	634	RNA	RhoDep	674149.0	674227.0	-109.5	[['motif_0', 29, 0.00295]]	673786.0	674377.0	592.0	592.0	antisense_317_ss.jpg
antisense_318	674420	+	888	RNA	NA	NA	NA	-18.9	[['motif_0', 29, 0.00241]]	674538.0	674564.0	27.0	145.0	antisense_318_ss.jpg
antisense_337	712960	+	888	COD	RhoDep	713645.0	713723.0	NA	[['motif_0', 29, 0.00326]]	713000.0	713873.0	874.0	914.0	
antisense_338	715525	+	888	RNA	NA	NA	NA	-181.0	[['motif_0', 29, 0.00021]]	715525.0	716412.0	888.0	888.0	antisense_338_ss.jpg
antisense_339	717039	+	888	RNA	NA	NA	NA	-110.57	[['motif_0', 29, 7.07e-05]]	717696.0	717737.0	42.0	699.0	antisense_339_ss.jpg
antisense_341	720944	+	888	RNA	NA	NA	NA	-173.5	NA	720946.0	721831.0	886.0	888.0	antisense_341_ss.jpg
antisense_343	721959	+	888	RNA	NA	NA	NA	-149.4	[['motif_0', 29, 0.000879]]	722635.0	722679.0	45.0	721.0	antisense_343_ss.jpg
antisense_344	723975	+	295	RNA	NA	NA	NA	-27.0	NA	723991.0	724071.0	81.0	97.0	antisense_344_ss.jpg
antisense_345	724270	+	823	COD	Intrinsic	724974.0	725002.0	NA	[['motif_0', 28, 0.00241]]	724270.0	725002.0	733.0	733.0	
antisense_346	725093	+	639	RNA	RhoDep	725449.0	725527.0	-112.9	[['motif_0', 30, 0.000318]]	725255.0	725677.0	423.0	585.0	antisense_346_ss.jpg
antisense_347	725732	+	600	RNA	NA	NA	NA	-65.97	[['motif_0', 30, 0.000689]]	726075.0	726134.0	60.0	403.0	antisense_347_ss.jpg
antisense_348	726332	+	888	RNA	RhoDep	727083.0	727161.0	-173.8	[['motif_0', 29, 4.97e-05]]	726731.0	727311.0	581.0	980.0	antisense_348_ss.jpg
antisense_349	728280	+	323	RNA	NA	NA	NA	-47.6	NA	728280.0	728602.0	323.0	323.0	antisense_349_ss.jpg
antisense_366	747743	+	527	RNA	NA	NA	NA	-40.3	[['motif_0', 29, 2.79e-05]]	747981.0	747995.0	15.0	253.0	antisense_366_ss.jpg
antisense_367	748270	+	719	RNA	RhoDep	748829.0	748907.0	-169.6	[['motif_0', 30, 9.08e-06]]	748292.0	749057.0	766.0	788.0	antisense_367_ss.jpg
antisense_368	748989	+	888	COD	RhoDep	749597.0	749675.0	NA	[['motif_0', 30, 0.000363]]	748989.0	749825.0	837.0	837.0	
antisense_371	768106	+	364	RNA	NA	NA	NA	-53.7	[['motif_0', 29, 0.000991]]	768255.0	768332.0	78.0	227.0	antisense_371_ss.jpg
antisense_377	774783	+	888	COD	RhoDep	775660.0	775738.0	NA	NA	774783.0	775888.0	1106.0	1106.0	
antisense_379	777826	+	419	RNA	RhoDep	778187.0	778265.0	-121.3	[['motif_0', 29, 0.000537]]	778138.0	778415.0	278.0	590.0	antisense_379_ss.jpg
antisense_380	778245	+	888	COD	RhoDep	778564.0	778642.0	NA	NA	778333.0	778792.0	460.0	548.0	
antisense_381	781185	+	888	RNA	NA	NA	NA	-166.94	NA	781987.0	782037.0	51.0	853.0	antisense_381_ss.jpg
