transcript_id	position	strand	transcript_length	winner	feature	term_start	term_end	mfe	summary	GeneStart	GeneEnd	GeneLength	GeneLengthWithUTR	url_for_image
antisense_35	73825	+	909	RNA	NA	NA	NA	-159.9	[['motif_0', 28, 7.81e-06]]	74687.0	74716.0	30.0	892.0	antisense_35_ss.jpg
antisense_36	75282	+	35	RNA	NA	NA	NA	-1.2	[['motif_0', 28, 0.00237]]	75302.0	75316.0	15.0	35.0	antisense_36_ss.jpg
antisense_37	75317	+	367	RNA	NA	NA	NA	-13.1	[['motif_0', 29, 5.26e-05]]	75403.0	75423.0	21.0	107.0	antisense_37_ss.jpg
antisense_41	78706	+	909	RNA	RhoDep	79386.0	79464.0	-146.3	NA	78879.0	79614.0	736.0	909.0	antisense_41_ss.jpg
antisense_42	79832	+	909	COD	RhoDep	80521.0	80599.0	NA	[['motif_0', 31, 2.63e-05]]	79852.0	80749.0	898.0	918.0	
antisense_43	84110	+	430	RNA	NA	NA	NA	-68.8	[['motif_0', 28, 0.00237]]	84365.0	84403.0	39.0	294.0	antisense_43_ss.jpg
antisense_44	84540	+	43	RNA	NA	NA	NA	0.0	[['motif_0', 28, 0.0005]]	84549.0	84560.0	12.0	21.0	antisense_44_ss.jpg
antisense_45	84583	+	909	RNA	RhoDep	85480.0	85558.0	-219.45	[['motif_0', 27, 1.8e-05], ['motif_3', 3, 0.000684]]	84583.0	85708.0	1126.0	1126.0	antisense_45_ss.jpg
antisense_46	89961	+	302	RNA	NA	NA	NA	-40.6	[['motif_0', 28, 0.000717], ['motif_4', 3, 2.67e-09]]	90176.0	90202.0	27.0	242.0	antisense_46_ss.jpg
antisense_47	90263	+	909	RNA	NA	NA	NA	-170.97	[['motif_0', 28, 2.63e-05]]	90266.0	91139.0	874.0	877.0	antisense_47_ss.jpg
antisense_48	94226	+	909	COD	RhoDep	94753.0	94831.0	NA	NA	94576.0	94981.0	406.0	756.0	
antisense_49	95273	+	60	RNA	NA	NA	NA	-5.9	NA	95322.0	95330.0	9.0	58.0	antisense_49_ss.jpg
antisense_50	95333	+	704	RNA	RhoDep	95809.0	95887.0	-121.0	NA	95386.0	96037.0	652.0	705.0	antisense_50_ss.jpg
antisense_52	96037	+	909	COD	Intrinsic	96674.0	96694.0	NA	[['motif_3', 31, 0.000944]]	96512.0	96694.0	183.0	658.0	
antisense_55	101835	+	666	RNA	NA	NA	NA	-90.1	[['motif_3', 8, 0.000944]]	101836.0	102342.0	507.0	508.0	antisense_55_ss.jpg
antisense_69	133497	+	152	RNA	NA	NA	NA	-22.1	[['motif_0', 29, 3.82e-06]]	133628.0	133645.0	18.0	149.0	antisense_69_ss.jpg
antisense_70	133649	+	909	RNA	NA	NA	NA	-178.1	[['motif_0', 18, 0.000442]]	133649.0	134553.0	905.0	905.0	antisense_70_ss.jpg
antisense_71	137550	+	909	RNA	RhoDep	137789.0	137867.0	-78.9	NA	137678.0	138017.0	340.0	468.0	antisense_71_ss.jpg
antisense_74	148088	+	909	RNA	NA	NA	NA	-148.6	[['motif_3', 13, 0.000684]]	148088.0	148996.0	909.0	909.0	antisense_74_ss.jpg
antisense_75	149961	+	909	RNA	RhoDep	150653.0	150731.0	-157.3	[['motif_0', 27, 1.2e-05], ['motif_3', 21, 0.000684]]	150497.0	150881.0	385.0	921.0	antisense_75_ss.jpg
antisense_77	156981	+	439	RNA	RhoDep	157259.0	157337.0	-87.5	[['motif_0', 27, 0.00193]]	157007.0	157487.0	481.0	507.0	antisense_77_ss.jpg
antisense_78	157420	+	909	RNA	RhoDep	157882.0	157960.0	-112.31	[['motif_0', 27, 0.000114]]	157563.0	158110.0	548.0	691.0	antisense_78_ss.jpg
antisense_79	164294	+	909	RNA	Intrinsic	164984.0	165023.0	-128.0	NA	164352.0	165023.0	672.0	730.0	antisense_79_ss.jpg
antisense_80	167000	+	909	RNA	RhoDep	167645.0	167723.0	-145.0	[['motif_0', 28, 0.000231], ['motif_3', 14, 0.000684]]	167000.0	167873.0	874.0	874.0	antisense_80_ss.jpg
antisense_81	169461	+	909	RNA	NA	NA	NA	-90.1	[['motif_0', 19, 0.00237]]	169942.0	169995.0	54.0	535.0	antisense_81_ss.jpg
antisense_82	172002	+	656	RNA	RhoDep	172441.0	172519.0	-94.9	[['motif_0', 7, 0.000264], ['motif_3', 31, 0.000684]]	172439.0	172669.0	231.0	668.0	antisense_82_ss.jpg
antisense_83	174400	+	30	RNA	NA	NA	NA	0.0	[['motif_0', 3, 0.00113]]	174404.0	174409.0	6.0	10.0	antisense_83_ss.jpg
antisense_84	174430	+	474	RNA	Intrinsic	174552.0	174565.0	-37.2	[['motif_0', 2, 0.00237]]	174430.0	174565.0	136.0	136.0	antisense_84_ss.jpg
antisense_86	179269	+	168	RNA	RhoDep	179398.0	179476.0	-53.6	[['motif_0', 28, 0.00193]]	179311.0	179626.0	316.0	358.0	antisense_86_ss.jpg
antisense_87	179437	+	909	RNA	Intrinsic	179519.0	179537.0	-10.7	[['motif_0', 28, 0.00174]]	179446.0	179537.0	92.0	101.0	antisense_87_ss.jpg
antisense_89	185674	+	909	RNA	NA	NA	NA	-149.9	[['motif_0', 28, 4.9e-06]]	185674.0	186577.0	904.0	904.0	antisense_89_ss.jpg
antisense_90	189272	+	909	COD	RhoDep	189963.0	190041.0	NA	[['motif_0', 28, 6.21e-06]]	189360.0	190191.0	832.0	920.0	
antisense_91	190365	+	327	RNA	RhoDep	190479.0	190557.0	-68.3	[['motif_0', 28, 3.82e-06]]	190457.0	190707.0	251.0	343.0	antisense_91_ss.jpg
antisense_92	190692	+	909	RNA	RhoDep	190960.0	191038.0	-61.8	[['motif_0', 28, 0.000202]]	190949.0	191188.0	240.0	497.0	antisense_92_ss.jpg
antisense_94	197861	+	67	RNA	NA	NA	NA	-5.2	[['motif_0', 29, 0.00214]]	197911.0	197919.0	9.0	59.0	antisense_94_ss.jpg
antisense_95	197928	+	709	RNA	Intrinsic	198207.0	198218.0	-41.3	[['motif_0', 28, 0.00113]]	197954.0	198218.0	265.0	291.0	antisense_95_ss.jpg
antisense_96	198637	+	445	RNA	RhoDep	198912.0	198990.0	-92.7	[['motif_0', 29, 0.00317]]	198637.0	199140.0	504.0	504.0	antisense_96_ss.jpg
antisense_97	199082	+	909	RNA	Intrinsic	199272.0	199287.0	-35.1	[['motif_0', 28, 0.00261]]	199082.0	199287.0	206.0	206.0	antisense_97_ss.jpg
antisense_105	217642	+	909	RNA	RhoDep	217728.0	217806.0	-60.7	[['motif_0', 29, 0.000301]]	217651.0	217956.0	306.0	315.0	antisense_105_ss.jpg
antisense_106	219258	+	344	RNA	NA	NA	NA	-38.4	NA	219508.0	219534.0	27.0	277.0	antisense_106_ss.jpg
antisense_107	219602	+	909	RNA	RhoDepWithHP	219908.0	220101.0	-82.14	[['motif_0', 28, 7.25e-05]]	219603.0	220101.0	499.0	500.0	antisense_107_ss.jpg
antisense_108	221467	+	72	RNA	NA	NA	NA	-1.8	NA	221468.0	221488.0	21.0	22.0	antisense_108_ss.jpg
antisense_109	221539	+	641	COD	Intrinsic	221737.0	221761.0	NA	[['motif_0', 2, 0.00193]]	221543.0	221761.0	219.0	223.0	
antisense_112	225121	+	909	RNA	RhoDep	225908.0	225986.0	-193.0	[['motif_0', 28, 4.9e-06]]	225122.0	226136.0	1015.0	1016.0	antisense_112_ss.jpg
antisense_113	227314	+	316	RNA	NA	NA	NA	-32.5	NA	227461.0	227493.0	33.0	180.0	antisense_113_ss.jpg
antisense_114	227630	+	408	RNA	NA	NA	NA	-41.8	NA	227907.0	227924.0	18.0	295.0	antisense_114_ss.jpg
antisense_115	228038	+	892	RNA	Intrinsic	228583.0	228607.0	-96.7	NA	228038.0	228607.0	570.0	570.0	antisense_115_ss.jpg
antisense_117	231279	+	400	RNA	NA	NA	NA	-29.3	[['motif_0', 29, 0.00193]]	231391.0	231441.0	51.0	163.0	antisense_117_ss.jpg
antisense_119	233314	+	280	RNA	NA	NA	NA	-6.6	[['motif_3', 43, 0.000684]]	233316.0	233342.0	27.0	29.0	antisense_119_ss.jpg
antisense_120	233594	+	909	RNA	RhoDep	234463.0	234541.0	-170.77	[['motif_0', 27, 4.46e-05]]	233594.0	234691.0	1098.0	1098.0	antisense_120_ss.jpg
antisense_126	248297	+	117	RNA	NA	NA	NA	-8.7	NA	248368.0	248376.0	9.0	80.0	antisense_126_ss.jpg
antisense_127	248414	+	909	RNA	NA	NA	NA	-164.0	[['motif_0', 29, 0.000264]]	248419.0	249322.0	904.0	909.0	antisense_127_ss.jpg
antisense_134	261892	+	909	RNA	RhoDep	262708.0	262786.0	-187.3	[['motif_0', 30, 0.000114]]	261901.0	262936.0	1036.0	1045.0	antisense_134_ss.jpg
antisense_135	266835	+	909	RNA	RhoDep	267703.0	267781.0	-199.5	[['motif_0', 27, 0.00418]]	266836.0	267931.0	1096.0	1097.0	antisense_135_ss.jpg
antisense_136	267807	+	909	RNA	RhoDep	268096.0	268174.0	-99.1	[['motif_0', 29, 4.46e-05]]	267812.0	268324.0	513.0	518.0	antisense_136_ss.jpg
antisense_137	268986	+	68	COD	NA	NA	NA	NA	[['motif_0', 28, 8.46e-05]]	269002.0	269040.0	39.0	55.0	
antisense_138	269054	+	804	RNA	NA	NA	NA	-134.0	[['motif_0', 23, 0.00101]]	269069.0	269856.0	788.0	803.0	antisense_138_ss.jpg
antisense_139	269858	+	909	RNA	RhoDep	270446.0	270524.0	-117.1	NA	269858.0	270674.0	817.0	817.0	antisense_139_ss.jpg
antisense_140	273434	+	909	RNA	Intrinsic	274201.0	274221.0	-109.3	[['motif_0', 28, 0.000565]]	273443.0	274221.0	779.0	788.0	antisense_140_ss.jpg
antisense_141	277458	+	117	RNA	NA	NA	NA	0.0	[['motif_0', 28, 0.000905]]	277460.0	277474.0	15.0	17.0	antisense_141_ss.jpg
antisense_142	277575	+	909	RNA	NA	NA	NA	-144.6	[['motif_3', 27, 0.000944]]	278394.0	278450.0	57.0	876.0	antisense_142_ss.jpg
antisense_143	282348	+	909	RNA	NA	NA	NA	-96.0	[['motif_0', 28, 0.00127]]	282833.0	282877.0	45.0	530.0	antisense_143_ss.jpg
antisense_144	287233	+	909	RNA	RhoDep	287294.0	287372.0	-37.2	[['motif_0', 29, 9.85e-05]]	287238.0	287522.0	285.0	290.0	antisense_144_ss.jpg
antisense_147	290992	+	126	RNA	NA	NA	NA	-18.6	NA	291103.0	291114.0	12.0	123.0	antisense_147_ss.jpg
antisense_148	291118	+	909	RNA	RhoDep	291443.0	291521.0	-87.9	[['motif_0', 27, 0.000176], ['motif_3', 7, 0.000944]]	291153.0	291671.0	519.0	554.0	antisense_148_ss.jpg
antisense_153	309234	+	909	RNA	RhoDep	309743.0	309821.0	-142.7	[['motif_0', 28, 4.77e-07]]	309563.0	309971.0	409.0	738.0	antisense_153_ss.jpg
antisense_154	324230	+	903	COD	RhoDep	324525.0	324603.0	NA	NA	324344.0	324753.0	410.0	524.0	
antisense_159	334169	+	909	RNA	RhoDep	334584.0	334662.0	-130.6	[['motif_0', 28, 0.00237]]	334171.0	334812.0	642.0	644.0	antisense_159_ss.jpg
antisense_160	335339	+	703	COD	NA	NA	NA	NA	[['motif_0', 28, 0.00237]]	335481.0	335837.0	357.0	499.0	
antisense_161	341584	+	909	RNA	RhoDep	341944.0	342022.0	-106.5	[['motif_0', 11, 0.000442]]	341586.0	342172.0	587.0	589.0	antisense_161_ss.jpg
antisense_162	343848	+	909	COD	RhoDep	344393.0	344471.0	NA	[['motif_0', 28, 2.95e-06], ['motif_3', 13, 0.000684]]	344024.0	344621.0	598.0	774.0	
antisense_163	345301	+	895	COD	NA	NA	NA	NA	NA	345545.0	345742.0	198.0	442.0	
antisense_164	346196	+	909	RNA	Intrinsic	346907.0	346917.0	-145.7	NA	346197.0	346917.0	721.0	722.0	antisense_164_ss.jpg
antisense_165	347856	+	94	RNA	NA	NA	NA	-10.5	[['motif_0', 28, 0.000806]]	347939.0	347950.0	12.0	95.0	antisense_165_ss.jpg
antisense_166	347950	+	508	COD	NA	NA	NA	NA	NA	348086.0	348451.0	366.0	502.0	
antisense_167	348458	+	621	RNA	Intrinsic	349027.0	349038.0	-89.2	NA	348830.0	349038.0	209.0	581.0	antisense_167_ss.jpg
antisense_173	356158	+	909	RNA	RhoDep	356696.0	356774.0	-154.1	[['motif_0', 28, 0.000442]]	356176.0	356924.0	749.0	767.0	antisense_173_ss.jpg
antisense_174	358121	+	909	COD	RhoDep	358856.0	358934.0	NA	[['motif_0', 28, 6.19e-05]]	358123.0	359084.0	962.0	964.0	
antisense_178	367131	+	740	RNA	NA	NA	NA	-82.9	[['motif_0', 29, 0.00214]]	367427.0	367540.0	114.0	410.0	antisense_178_ss.jpg
antisense_179	367871	+	806	RNA	RhoDep	368328.0	368406.0	-148.7	NA	367871.0	368556.0	686.0	686.0	antisense_179_ss.jpg
antisense_180	368677	+	909	RNA	NA	NA	NA	-154.1	[['motif_0', 28, 1.01e-07]]	369408.0	369512.0	105.0	836.0	antisense_180_ss.jpg
antisense_181	371390	+	363	RNA	NA	NA	NA	-20.7	NA	371471.0	371500.0	30.0	111.0	antisense_181_ss.jpg
antisense_182	371753	+	909	RNA	NA	NA	NA	-155.2	[['motif_0', 10, 0.00348]]	371753.0	372661.0	909.0	909.0	antisense_182_ss.jpg
antisense_183	372901	+	443	RNA	NA	NA	NA	-64.6	NA	372901.0	373310.0	410.0	410.0	antisense_183_ss.jpg
antisense_185	380403	+	367	RNA	NA	NA	NA	-43.9	NA	380559.0	380621.0	63.0	219.0	antisense_185_ss.jpg
antisense_195	425950	+	317	RNA	NA	NA	NA	-49.9	NA	425953.0	426259.0	307.0	310.0	antisense_195_ss.jpg
antisense_197	430722	+	106	RNA	NA	NA	NA	0.0	[['motif_0', 1, 0.00237]]	430725.0	430736.0	12.0	15.0	antisense_197_ss.jpg
antisense_198	430828	+	909	RNA	RhoDep	431648.0	431726.0	-199.0	[['motif_0', 29, 0.000717]]	430830.0	431876.0	1047.0	1049.0	antisense_198_ss.jpg
antisense_199	431987	+	909	RNA	NA	NA	NA	-4.1	[['motif_0', 28, 5.26e-05]]	432001.0	432030.0	30.0	44.0	antisense_199_ss.jpg
antisense_211	472120	+	169	RNA	NA	NA	NA	-12.5	[['motif_0', 28, 0.000264], ['motif_3', 2, 0.000944]]	472212.0	472232.0	21.0	113.0	antisense_211_ss.jpg
antisense_212	472289	+	909	RNA	NA	NA	NA	-27.9	[['motif_0', 18, 0.000176]]	472366.0	472431.0	66.0	143.0	antisense_212_ss.jpg
antisense_215	480307	+	764	COD	RhoDep	480651.0	480729.0	NA	[['motif_0', 14, 0.00348]]	480433.0	480879.0	447.0	573.0	
antisense_216	481071	+	420	RNA	RhoDep	481381.0	481459.0	-106.2	NA	481306.0	481609.0	304.0	539.0	antisense_216_ss.jpg
antisense_217	481491	+	909	RNA	NA	NA	NA	-170.8	NA	482368.0	482400.0	33.0	910.0	antisense_217_ss.jpg
antisense_219	493196	+	909	RNA	RhoDep	493475.0	493553.0	-81.8	[['motif_0', 25, 0.00101]]	493198.0	493703.0	506.0	508.0	antisense_219_ss.jpg
antisense_220	494203	+	434	RNA	NA	NA	NA	-79.7	[['motif_0', 29, 0.000717]]	494494.0	494526.0	33.0	324.0	antisense_220_ss.jpg
antisense_221	494637	+	535	COD	Intrinsic	495076.0	495099.0	NA	NA	494658.0	495099.0	442.0	463.0	
antisense_222	495172	+	909	RNA	NA	NA	NA	-178.9	[['motif_0', 29, 0.00193]]	495339.0	496080.0	742.0	909.0	antisense_222_ss.jpg
antisense_235	525109	+	909	RNA	NA	NA	NA	-91.1	[['motif_0', 29, 0.00101]]	525514.0	525609.0	96.0	501.0	antisense_235_ss.jpg
antisense_236	526097	+	655	RNA	NA	NA	NA	-112.8	[['motif_0', 28, 0.000637]]	526097.0	526731.0	635.0	635.0	antisense_236_ss.jpg
antisense_238	529214	+	387	RNA	RhoDep	529484.0	529562.0	-79.6	NA	529423.0	529712.0	290.0	499.0	antisense_238_ss.jpg
antisense_239	529601	+	698	RNA	NA	NA	NA	-109.0	NA	530113.0	530160.0	48.0	560.0	antisense_239_ss.jpg
antisense_249	555398	+	184	RNA	NA	NA	NA	-31.5	[['motif_0', 29, 0.00174]]	555546.0	555575.0	30.0	178.0	antisense_249_ss.jpg
antisense_250	555582	+	805	RNA	RhoDep	556123.0	556201.0	-143.9	[['motif_0', 29, 0.00101]]	555583.0	556351.0	769.0	770.0	antisense_250_ss.jpg
antisense_251	556387	+	909	RNA	RhoDep	556420.0	556498.0	-39.0	[['motif_0', 8, 0.00317]]	556387.0	556648.0	262.0	262.0	antisense_251_ss.jpg
antisense_252	563554	+	357	RNA	NA	NA	NA	-33.2	NA	563646.0	563753.0	108.0	200.0	antisense_252_ss.jpg
antisense_253	563911	+	163	COD	NA	NA	NA	NA	[['motif_0', 28, 9.73e-06]]	563939.0	564064.0	126.0	154.0	
antisense_254	564074	+	799	COD	RhoDep	564383.0	564461.0	NA	[['motif_0', 6, 0.00261]]	564077.0	564611.0	535.0	538.0	
antisense_255	564873	+	633	RNA	NA	NA	NA	-77.0	[['motif_0', 30, 0.00113], ['motif_3', 15, 0.000944]]	565281.0	565328.0	48.0	456.0	antisense_255_ss.jpg
antisense_256	565506	+	64	RNA	NA	NA	NA	-2.7	[['motif_0', 29, 0.00174]]	565561.0	565569.0	9.0	64.0	antisense_256_ss.jpg
antisense_257	565570	+	909	COD	Intrinsic	566113.0	566140.0	NA	[['motif_0', 31, 0.00288]]	565608.0	566140.0	533.0	571.0	
antisense_261	577196	+	240	RNA	RhoDep	577303.0	577381.0	-61.2	[['motif_3', 34, 0.000684]]	577236.0	577531.0	296.0	336.0	antisense_261_ss.jpg
antisense_262	577436	+	486	RNA	Intrinsic	577761.0	577771.0	-63.1	NA	577443.0	577771.0	329.0	336.0	antisense_262_ss.jpg
antisense_269	592228	+	909	RNA	RhoDep	593085.0	593163.0	-208.0	NA	592296.0	593313.0	1018.0	1086.0	antisense_269_ss.jpg
antisense_271	600438	+	909	COD	RhoDep	601306.0	601384.0	NA	NA	601060.0	601534.0	475.0	1097.0	
antisense_279	613758	+	909	RNA	Intrinsic	614339.0	614378.0	-135.7	NA	614212.0	614378.0	167.0	621.0	antisense_279_ss.jpg
antisense_280	616442	+	570	COD	RhoDep	616825.0	616903.0	NA	[['motif_0', 28, 0.00127], ['motif_3', 20, 0.000944]]	616566.0	617053.0	488.0	612.0	
antisense_281	617012	+	909	RNA	NA	NA	NA	-145.3	[['motif_0', 28, 0.00113]]	617012.0	617809.0	798.0	798.0	antisense_281_ss.jpg
antisense_282	618970	+	727	RNA	NA	NA	NA	-119.9	NA	618970.0	619696.0	727.0	727.0	antisense_282_ss.jpg
antisense_283	619697	+	62	COD	NA	NA	NA	NA	[['motif_0', 28, 0.000905]]	619701.0	619751.0	51.0	55.0	
antisense_284	619759	+	87	RNA	NA	NA	NA	-5.3	[['motif_0', 29, 7.25e-05]]	619808.0	619822.0	15.0	64.0	antisense_284_ss.jpg
antisense_285	619846	+	179	RNA	NA	NA	NA	-12.5	NA	619938.0	619958.0	21.0	113.0	antisense_285_ss.jpg
antisense_286	620025	+	53	RNA	NA	NA	NA	0.0	[['motif_0', 29, 0.000231]]	620027.0	620041.0	15.0	17.0	antisense_286_ss.jpg
antisense_287	620078	+	909	RNA	RhoDep	620867.0	620945.0	-191.9	NA	620142.0	621095.0	954.0	1018.0	antisense_287_ss.jpg
antisense_288	624341	+	788	RNA	RhoDep	624812.0	624890.0	-143.5	[['motif_0', 29, 0.00127]]	624341.0	625040.0	700.0	700.0	antisense_288_ss.jpg
antisense_297	637714	+	349	RNA	NA	NA	NA	-53.3	NA	637940.0	638002.0	63.0	289.0	antisense_297_ss.jpg
antisense_300	646671	+	802	RNA	Intrinsic	647314.0	647328.0	-85.3	NA	646671.0	647328.0	658.0	658.0	antisense_300_ss.jpg
antisense_303	651261	+	205	RNA	NA	NA	NA	-14.35	[['motif_0', 29, 4.77e-07]]	651358.0	651378.0	21.0	118.0	antisense_303_ss.jpg
antisense_304	651466	+	71	RNA	NA	NA	NA	-3.7	[['motif_0', 29, 0.000905]]	651491.0	651517.0	27.0	52.0	antisense_304_ss.jpg
antisense_305	651537	+	246	RNA	NA	NA	NA	-7.9	NA	651602.0	651622.0	21.0	86.0	antisense_305_ss.jpg
antisense_306	651783	+	463	RNA	NA	NA	NA	-7.4	NA	651848.0	651871.0	24.0	89.0	antisense_306_ss.jpg
antisense_307	652246	+	843	RNA	NA	NA	NA	-13.4	NA	652316.0	652348.0	33.0	103.0	antisense_307_ss.jpg
antisense_308	654717	+	106	RNA	NA	NA	NA	-7.4	[['motif_0', 8, 0.000301]]	654760.0	654777.0	18.0	61.0	antisense_308_ss.jpg
antisense_309	654823	+	441	COD	RhoDep	655108.0	655186.0	NA	[['motif_3', 28, 0.000684]]	654843.0	655336.0	494.0	514.0	
antisense_319	686538	+	909	RNA	NA	NA	NA	-156.6	[['motif_3', 44, 0.000684]]	686538.0	687421.0	884.0	884.0	antisense_319_ss.jpg
antisense_329	718999	+	909	COD	Intrinsic	719822.0	719838.0	NA	NA	719039.0	719838.0	800.0	840.0	
antisense_330	721565	+	909	RNA	NA	NA	NA	-173.9	[['motif_0', 28, 0.000565], ['motif_3', 5, 0.000684]]	721565.0	722461.0	897.0	897.0	antisense_330_ss.jpg
antisense_331	726993	+	909	RNA	NA	NA	NA	-175.5	[['motif_0', 28, 0.00127]]	726996.0	727882.0	887.0	890.0	antisense_331_ss.jpg
antisense_332	730015	+	295	RNA	NA	NA	NA	-41.1	NA	730206.0	730241.0	36.0	227.0	antisense_332_ss.jpg
antisense_333	730310	+	909	COD	RhoDep	731111.0	731189.0	NA	[['motif_0', 27, 0.00193]]	730310.0	731339.0	1030.0	1030.0	
antisense_334	732372	+	909	RNA	NA	NA	NA	-162.3	[['motif_0', 28, 6.19e-05], ['motif_3', 14, 0.000684]]	733202.0	733279.0	78.0	908.0	antisense_334_ss.jpg
antisense_335	734320	+	323	RNA	NA	NA	NA	-45.6	NA	734320.0	734642.0	323.0	323.0	antisense_335_ss.jpg
antisense_341	748057	+	586	RNA	NA	NA	NA	-55.9	[['motif_0', 29, 0.00348]]	748340.0	748381.0	42.0	325.0	antisense_341_ss.jpg
antisense_350	754347	+	719	RNA	Intrinsic	754945.0	754964.0	-123.7	[['motif_0', 29, 6.21e-06]]	754369.0	754964.0	596.0	618.0	antisense_350_ss.jpg
antisense_351	755066	+	452	RNA	NA	NA	NA	-26.0	[['motif_0', 29, 0.00157]]	755210.0	755239.0	30.0	174.0	antisense_351_ss.jpg
antisense_352	755518	+	909	RNA	RhoDep	755676.0	755754.0	-67.5	NA	755592.0	755904.0	313.0	387.0	antisense_352_ss.jpg
antisense_359	774171	+	365	RNA	NA	NA	NA	-50.8	[['motif_0', 28, 0.000905]]	774320.0	774397.0	78.0	227.0	antisense_359_ss.jpg
antisense_364	780855	+	909	COD	RhoDep	781726.0	781804.0	NA	[['motif_0', 30, 9.73e-06]]	780873.0	781954.0	1082.0	1100.0	
antisense_365	783726	+	166	RNA	NA	NA	NA	-16.1	[['motif_0', 19, 0.00127]]	783842.0	783874.0	33.0	149.0	antisense_365_ss.jpg
