transcript_id	position	strand	alignedTo	same_classification?	source	score	z_score	winner	GenomeStart	PredictionStart	GenomeEnd	PredictionEnd
antisense_44	80379	-		OTH Found	CNIT	-0.61	1.303	RNA	79765.0	79836.0	80379.0	79853.0
antisense_45	82079	-	CP011777.1 (240027-240957)	True	QRNA	4.76	-0.681	RNA	81178.0	81178.0	82079.0	82079.0
antisense_46	83093	+		OTH Found	CNIT	-0.513	0.268	RNA	83093.0	83471.0	83771.0	83521.0
antisense_47	83771	+	CP044175.1 (1383774-1382855)	True	QRNA	16.889	0.768	RNA	83772.0	83772.0	84647.0	84647.0
antisense_48	88785	+	CP012212.1 (145264-145865)	True	QRNA	14.606	0.495	RNA	88785.0	88785.0	89391.0	89391.0
antisense_49	89392	+		OTH Found	CNIT	-0.457	-0.328	RNA	89392.0	89393.0	89549.0	89428.0
antisense_50	89549	+		OTH Found	CNIT	0.613	0.379	COD	89549.0	89982.0	90459.0	90203.0
antisense_51	91716	-		OTH Found	CNIT	-0.47	-0.19	RNA	91100.0	91439.0	91716.0	91471.0
antisense_52	92467	-	CP037747.1 (1411782-1411032)	False	QRNA	28.865	0.94	COD	91717.0	91728.0	92467.0	92354.0
antisense_53	93292	-		OTH Found	CNIT	-0.423	-0.691	RNA	92467.0	92713.0	93292.0	92805.0
antisense_54	95342	+	CP080547.1 (1382213-1381548)	True	QRNA	12.169	0.204	RNA	95342.0	95342.0	96012.0	96012.0
antisense_55	102439	-		OTH Found	CNIT	-0.435	-0.568	RNA	101529.0	101880.0	102439.0	101990.0
antisense_56	104083	-	CP059375.1 (380015-380924)	True	QRNA	12.669	0.264	RNA	103174.0	103174.0	104083.0	104083.0
antisense_57	104939	-		OTH Found	CNIT	-0.448	-0.423	RNA	104083.0	104823.0	104939.0	104912.0
antisense_58	109276	-	CP007777.1 (170718-169816)	True	QRNA	8.075	-0.285	RNA	108375.0	108375.0	109276.0	109276.0
antisense_59	112027	-	CP022347.1 (1335633-1336530)	False	QRNA	19.25	0.279	COD	111124.0	111183.0	112023.0	111966.0
antisense_60	113032	-	LR134534.1 (332458-331549)	False	QRNA	26.796	0.798	COD	112124.0	112165.0	113032.0	112647.0
antisense_61	118033	-	CP076657.1 (85438-86314)	True	QRNA	10.402	-0.007	RNA	117149.0	117149.0	118027.0	118027.0
antisense_62	126428	+		OTH Found	CNIT	-0.58	0.977	RNA	126428.0	126470.0	126580.0	126490.0
antisense_63	126580	+		OTH Found	CNIT	-0.553	0.691	RNA	126580.0	126699.0	126912.0	126731.0
antisense_64	126912	+	CP059597.1 (31238-32150)	True	QRNA	4.83	-0.672	RNA	126912.0	126912.0	127821.0	127821.0
antisense_65	129646	+		OTH Found	CNIT	-0.432	-0.593	RNA	129646.0	130348.0	130484.0	130440.0
antisense_66	130484	+		OTH Found	CNIT	-0.426	-0.657	RNA	130484.0	130747.0	131394.0	130782.0
antisense_67	132347	-		OTH Found	CNIT	-0.503	0.16	RNA	132048.0	132086.0	132347.0	132112.0
antisense_68	132939	-	OU701459.1 (1371927-1372512)	True	QRNA	5.683	-0.57	RNA	132351.0	132351.0	132937.0	132937.0
antisense_69	133257	-		OTH Found	CNIT	-0.62	1.407	RNA	132939.0	133099.0	133257.0	133113.0
antisense_70	138084	-		OTH Found	CNIT	-0.493	0.055	RNA	137174.0	137235.0	138084.0	137273.0
antisense_71	141245	-	CP046243.1 (484068-484959)	True	QRNA	29.941	2.327	RNA	140336.0	140336.0	141245.0	141245.0
antisense_72	142803	-		OTH Found	CNIT	-0.484	-0.044	RNA	141893.0	142126.0	142803.0	142182.0
antisense_73	147683	-	CP027403.1 (399639-398738)	True	QRNA	17.566	0.849	RNA	146774.0	146774.0	147683.0	147683.0
antisense_74	155751	+		OTH Found	CNIT	-0.469	-0.203	RNA	155751.0	155809.0	156661.0	155841.0
antisense_75	158457	+	CP059597.1 (1364845-1363936)	True	QRNA	24.178	1.638	RNA	158457.0	158457.0	159366.0	159366.0
antisense_76	163459	+		OTH Found	CNIT	-0.401	-0.923	RNA	163459.0	163896.0	164115.0	164012.0
antisense_77	165893	+	LR134359.1 (1638185-1638638)	True	QRNA	27.5	2.035	RNA	165893.0	165893.0	166344.0	166344.0
antisense_78	167074	-		OTH Found	CNIT	-0.469	-0.2	RNA	166164.0	166373.0	167074.0	166432.0
antisense_79	169321	+	CP063091.1 (415442-414545)	True	QRNA	10.441	-0.002	RNA	169333.0	169333.0	170224.0	170224.0
antisense_80	170584	+		OTH Found	CNIT	-0.44	-0.51	RNA	170584.0	170950.0	171460.0	170994.0
antisense_81	171460	+		OTH Found	CNIT	-0.509	0.222	RNA	171460.0	171552.0	171620.0	171587.0
antisense_82	171620	+		OTH Found	CNIT	-0.609	1.291	RNA	171620.0	171936.0	172076.0	171965.0
antisense_84	172076	+	CP059373.1 (1268778-1267927)	True	QRNA	16.679	0.743	RNA	172076.0	172076.0	172915.0	172915.0
antisense_85	175364	-		OTH Found	CNIT	-0.411	-0.817	RNA	174454.0	174596.0	175364.0	174694.0
antisense_86	175808	-	CP044167.1 (872079-871637)	True	QRNA	4.068	-0.763	RNA	175366.0	175366.0	175808.0	175808.0
antisense_87	176777	-		OTH Found	CNIT	0.673	1.844	COD	175867.0	176464.0	176777.0	176691.0
antisense_88	182617	+		OTH Found	CNIT	-0.499	0.119	RNA	182617.0	182834.0	182982.0	182872.0
antisense_89	182982	+	CP007772.1 (1661619-1662526)	False	QRNA	4.936	-0.706	COD	182982.0	182998.0	183889.0	183605.0
antisense_90	186580	+	OU701461.1 (1456015-1456913)	True	QRNA	6.701	-0.584	COD	186590.0	186707.0	187489.0	187371.0
antisense_91	187673	+		OTH Found	CNIT	-0.501	0.135	RNA	187673.0	187768.0	188000.0	187842.0
antisense_92	188000	+		OTH Found	CNIT	-0.498	0.107	RNA	188000.0	188257.0	188910.0	188325.0
antisense_93	191237	-	CP012547.1 (66713-67577)	False	QRNA	46.815	2.175	COD	190373.0	190461.0	191237.0	191237.0
antisense_94	195168	+		OTH Found	CNIT	-0.889	4.271	RNA	195168.0	195199.0	195235.0	195207.0
antisense_95	195235	+	CP066243.1 (739174-738477)	True	QRNA	30.26	2.365	RNA	195235.0	195235.0	195937.0	195937.0
antisense_96	195938	+	CP063536.1 (173551-174136)	True	QRNA	11.73	0.152	RNA	195938.0	195938.0	196544.0	196544.0
antisense_97	198140	-	CP054848.1 (16081-15485)	True	QRNA	8.881	-0.189	RNA	197543.0	197543.0	198140.0	198140.0
antisense_98	198298	-		OTH Found	CNIT	-0.43	-0.616	RNA	198140.0	198167.0	198298.0	198256.0
antisense_99	198963	-	CP035946.1 (274337-273682)	False	QRNA	11.34	-0.265	COD	198305.0	198342.0	198961.0	198953.0
antisense_100	202032	-		OTH Found	CNIT	-0.416	-0.764	RNA	201122.0	201740.0	202032.0	201874.0
antisense_101	205353	-	CP068172.1 (713012-713914)	True	QRNA	23.187	1.52	RNA	204445.0	204445.0	205349.0	205349.0
orphan_3	205718	+	CP010465.1 (152920-153260)	False	QRNA	0.493	-1.011	COD	205725.0	205766.0	206062.0	206015.0
orphan_4	205880	-		OTH Found	CNIT	-0.5	0.127	RNA	205353.0	205791.0	205880.0	205835.0
antisense_102	212827	+	CP007771.1 (1424036-1423420)	True	QRNA	8.339	-0.253	RNA	212827.0	212827.0	213443.0	213443.0
antisense_103	214774	+	CP082874.1 (1032588-1033532)	True	QRNA	24.962	1.732	RNA	214783.0	214783.0	215683.0	215683.0
antisense_104	216734	+	CP076657.1 (1465493-1464576)	True	QRNA	13.572	0.372	RNA	216735.0	216735.0	217643.0	217643.0
antisense_105	218599	+		OTH Found	CNIT	0.623	0.627	COD	218599.0	218675.0	219312.0	219124.0
antisense_106	221608	-		OTH Found	CNIT	-0.407	-0.858	RNA	220698.0	221199.0	221608.0	221285.0
antisense_107	222252	+		OTH Found	CNIT	-0.351	-1.455	RNA	222252.0	223007.0	223162.0	223132.0
antisense_108	224445	+		OTH Found	CNIT	-0.567	0.84	RNA	224445.0	224592.0	224761.0	224624.0
antisense_109	224761	+		OTH Found	CNIT	-0.61	1.3	RNA	224761.0	225038.0	225169.0	225055.0
antisense_110	225169	+	CP019977.1 (1812658-1811874)	True	QRNA	26.12	1.87	RNA	225174.0	225174.0	225958.0	225958.0
antisense_111	226673	-		OTH Found	CNIT	-0.464	-0.25	RNA	225984.0	226565.0	226673.0	226615.0
antisense_112	228179	+		OTH Found	CNIT	-0.602	1.21	RNA	228179.0	228333.0	228397.0	228392.0
antisense_113	228397	+	CP022470.1 (218746-219251)	True	QRNA	18.354	0.943	RNA	228397.0	228397.0	228907.0	228907.0
antisense_114	228846	-	CP012212.1 (73006-72605)	True	QRNA	11.948	0.178	RNA	228444.0	228444.0	228846.0	228846.0
antisense_115	228904	-		OTH Found	CNIT	-0.788	3.191	RNA	228846.0	228879.0	228904.0	228893.0
antisense_116	229873	-		OTH Found	CNIT	-0.429	-0.632	RNA	228963.0	229233.0	229873.0	229259.0
antisense_117	230435	+		OTH Found	CNIT	-0.52	0.34	RNA	230435.0	230437.0	230715.0	230463.0
antisense_118	230715	+	CP059373.1 (1209813-1208907)	True	QRNA	12.613	0.257	RNA	230715.0	230715.0	231621.0	231621.0
antisense_119	234803	-		OTH Found	CNIT	-0.662	1.851	RNA	234514.0	234737.0	234803.0	234769.0
antisense_120	235315	-		OTH Found	CNIT	-0.514	0.28	RNA	234803.0	235041.0	235315.0	235103.0
antisense_121	237207	-		OTH Found	CNIT	-0.441	-0.501	RNA	236297.0	236771.0	237207.0	236854.0
antisense_122	245420	+		OTH Found	CNIT	-0.798	3.303	RNA	245420.0	245485.0	245537.0	245499.0
antisense_123	245537	+	CP059597.1 (54931-55835)	True	QRNA	29.784	2.308	RNA	245542.0	245542.0	246446.0	246446.0
antisense_124	246758	+	CP059597.1 (56151-57033)	True	QRNA	4.258	-0.741	RNA	246760.0	247372.0	247657.0	247657.0
antisense_125	250143	-		OTH Found	CNIT	-0.54	0.558	RNA	249233.0	250027.0	250143.0	250080.0
antisense_126	251413	-		OTH Found	CNIT	-0.491	0.031	RNA	250503.0	250730.0	251413.0	250831.0
antisense_127	256132	-	CP012542.1 (307199-306294)	False	QRNA	28.446	0.911	COD	255227.0	255232.0	256132.0	256113.0
antisense_128	258481	-		OTH Found	CNIT	-0.425	-0.673	RNA	257571.0	258347.0	258481.0	258430.0
antisense_129	258753	-	CP035946.1 (763099-762829)	False	QRNA	2.92	-0.844	COD	258482.0	258492.0	258752.0	258752.0
antisense_130	259015	+		OTH Found	CNIT	-0.513	0.264	RNA	259015.0	259020.0	259581.0	259064.0
antisense_131	259581	+	CP063079.1 (438018-438922)	True	QRNA	11.109	0.078	RNA	259589.0	259589.0	260490.0	260382.0
antisense_132	263160	+		OTH Found	CNIT	-0.403	-0.908	RNA	263160.0	263738.0	263958.0	263809.0
antisense_133	263958	+	CP063091.1 (474992-475877)	True	QRNA	16.511	0.723	RNA	263959.0	263959.0	264864.0	264864.0
antisense_134	264930	+	CP063091.1 (475942-476861)	True	QRNA	8.657	-0.215	RNA	264935.0	264935.0	265839.0	265839.0
antisense_135	266109	+	LR134508.1 (1344206-1345111)	True	QRNA	42.358	3.809	RNA	266109.0	266109.0	267018.0	267018.0
antisense_136	267262	+		OTH Found	CNIT	-0.478	-0.102	RNA	267262.0	267358.0	267404.0	267384.0
antisense_137	267404	+		OTH Found	CNIT	-0.648	1.707	RNA	267404.0	267406.0	267521.0	267420.0
antisense_138	267521	+		OTH Found	CNIT	-0.432	-0.598	RNA	267521.0	268106.0	268323.0	268237.0
antisense_139	268323	+	CP059374.1 (1173260-1172588)	True	QRNA	11.805	0.161	RNA	268326.0	268326.0	269004.0	269004.0
antisense_140	272293	+		OTH Found	CNIT	-0.571	0.886	RNA	272293.0	272314.0	272468.0	272340.0
antisense_141	272468	+	CP022347.1 (979109-979742)	False	QRNA	3.057	-0.835	COD	272468.0	272476.0	273101.0	272985.0
antisense_142	280412	-		OTH Found	CNIT	-0.503	0.161	RNA	279502.0	280363.0	280412.0	280392.0
antisense_143	280937	+		OTH Found	CNIT	-0.614	1.344	RNA	280937.0	281048.0	281063.0	281059.0
antisense_144	281063	+	HG326877.1 (108075-107186)	False	QRNA	0.459	-1.013	COD	281063.0	281105.0	281952.0	281947.0
antisense_145	285009	-	CP007775.1 (1584438-1585160)	True	QRNA	20.925	1.25	RNA	284282.0	284282.0	285007.0	285007.0
antisense_146	287492	-	CP022347.1 (172879-171973)	True	QRNA	11.865	0.168	RNA	286583.0	286583.0	287492.0	287492.0
antisense_147	291618	-		OTH Found	CNIT	-0.445	-0.455	RNA	290708.0	290902.0	291618.0	290970.0
antisense_148	293826	-		OTH Found	CNIT	-0.486	-0.018	RNA	292916.0	293631.0	293826.0	293681.0
antisense_149	294599	-	CP059597.1 (106856-106085)	True	QRNA	27.086	1.986	RNA	293832.0	293832.0	294598.0	294557.0
antisense_150	296859	-		OTH Found	CNIT	-0.478	-0.106	RNA	295949.0	296423.0	296859.0	296488.0
antisense_151	299160	+	CP007772.1 (1507983-1507084)	False	QRNA	5.137	-0.692	COD	299160.0	299160.0	300056.0	300012.0
antisense_152	300855	+		OTH Found	CNIT	-0.475	-0.141	RNA	300855.0	301440.0	301765.0	301580.0
antisense_153	304955	+	CP063089.1 (1383069-1383972)	False	QRNA	5.813	-0.645	COD	304957.0	305128.0	305863.0	305826.0
antisense_154	314221	+		OTH Found	CNIT	-0.419	-0.738	RNA	314221.0	314379.0	314805.0	314468.0
antisense_155	314805	+		OTH Found	CNIT	-0.39	-1.048	RNA	314805.0	314865.0	315077.0	314957.0
antisense_156	317304	-		OTH Found	CNIT	-0.482	-0.069	RNA	316394.0	316792.0	317304.0	316821.0
antisense_157	317514	-	CP053849.1 (889605-889406)	False	QRNA	9.012	-0.425	COD	317309.0	317331.0	317508.0	317504.0
antisense_158	318966	-		OTH Found	CNIT	-0.494	0.059	RNA	318056.0	318853.0	318966.0	318909.0
antisense_159	321808	-		OTH Found	CNIT	-0.538	0.533	RNA	320898.0	321391.0	321808.0	321435.0
antisense_160	321998	-		OTH Found	CNIT	-0.427	-0.649	RNA	321808.0	321862.0	321998.0	321933.0
antisense_161	324120	+	CP020478.1 (1045957-1046749)	True	QRNA	12.821	0.282	RNA	324122.0	324122.0	324913.0	324913.0
antisense_162	325290	+		OTH Found	CNIT	0.587	-0.263	COD	325290.0	325343.0	325994.0	325513.0
antisense_163	331538	+	CP059597.1 (140753-141656)	True	QRNA	7.114	-0.4	RNA	331540.0	331540.0	332443.0	331974.0
antisense_164	333525	+		OTH Found	CNIT	0.586	-0.283	COD	333525.0	333533.0	334435.0	333727.0
antisense_165	336150	+	CP059373.1 (1102358-1101434)	True	QRNA	11.611	0.137	RNA	336151.0	336151.0	337059.0	337059.0
antisense_166	337810	+		OTH Found	CNIT	-0.709	2.349	RNA	337810.0	337893.0	337904.0	337904.0
antisense_167	337904	+	CP063089.1 (8010-7510)	False	QRNA	20.541	0.368	COD	337907.0	337917.0	338407.0	338387.0
antisense_168	338412	+		OTH Found	CNIT	-0.558	0.744	RNA	338412.0	338785.0	339034.0	338811.0
antisense_169	339638	-	CP059597.1 (148871-148120)	True	QRNA	8.146	-0.276	RNA	338955.0	338955.0	339638.0	339495.0
antisense_170	342076	-	CP076657.1 (1298042-1298948)	True	QRNA	6.432	-0.481	RNA	341167.0	341167.0	342076.0	342076.0
antisense_171	344072	-		OTH Found	CNIT	-0.487	-0.012	RNA	343162.0	343754.0	344072.0	343813.0
antisense_172	344864	-	CP076657.1 (1296078-1296860)	True	QRNA	16.333	0.701	RNA	344088.0	344088.0	344864.0	344864.0
antisense_173	345461	-		OTH Found	CNIT	-0.436	-0.548	RNA	344864.0	344998.0	345461.0	345051.0
antisense_174	346114	+	CP063536.1 (309491-310399)	True	QRNA	21.479	1.316	RNA	346116.0	346116.0	347021.0	347021.0
antisense_175	347169	+	CP059597.1 (156380-157253)	True	QRNA	21.826	1.357	RNA	347172.0	347172.0	348059.0	348059.0
antisense_176	349019	+	CP022347.1 (1521594-1522505)	True	QRNA	39.842	1.695	COD	349021.0	349030.0	349928.0	349915.0
antisense_177	357015	-	CP076657.1 (434564-435473)	True	QRNA	14.669	0.503	RNA	356106.0	356106.0	357015.0	357015.0
antisense_178	357213	-		OTH Found	CNIT	-0.51	0.237	RNA	357015.0	357121.0	357213.0	357153.0
antisense_179	358029	+		OTH Found	CNIT	-0.476	-0.129	RNA	358029.0	358325.0	358769.0	358438.0
antisense_180	358769	+	CP043428.1 (539931-540732)	False	QRNA	7.285	-0.544	COD	358769.0	358967.0	359570.0	359557.0
antisense_181	359575	+	CP063079.1 (1229646-1230516)	True	QRNA	6.519	-0.471	RNA	359576.0	359576.0	360482.0	360482.0
antisense_182	362288	+		OTH Found	CNIT	-0.646	1.684	RNA	362288.0	362421.0	362787.0	362441.0
antisense_183	362787	+	CP059597.1 (171928-172485)	True	QRNA	8.13	-0.278	RNA	362789.0	362917.0	363346.0	363346.0
antisense_184	363362	+	CP059597.1 (172501-173353)	True	QRNA	15.937	0.654	RNA	363362.0	363581.0	364213.0	364213.0
antisense_185	364817	-		OTH Found	CNIT	-0.525	0.395	RNA	364226.0	364525.0	364817.0	364572.0
antisense_186	369358	-		OTH Found	CNIT	-0.47	-0.191	RNA	368448.0	368845.0	369358.0	368928.0
antisense_187	376093	-	CP022347.1 (905714-906615)	False	QRNA	2.525	-0.871	COD	375184.0	375425.0	376085.0	375862.0
antisense_188	376413	-		OTH Found	CNIT	-0.672	1.958	RNA	376093.0	376245.0	376413.0	376262.0
antisense_190	377771	-	CP059597.1 (186809-185933)	True	QRNA	16.593	0.732	RNA	376884.0	376884.0	377767.0	377698.0
antisense_191	385986	+		OTH Found	CNIT	-0.595	1.144	RNA	385986.0	386070.0	386896.0	386096.0
antisense_192	392152	-		OTH Found	CNIT	-0.473	-0.16	RNA	391600.0	392036.0	392152.0	392083.0
antisense_193	393055	-	CP059597.1 (202098-201210)	True	QRNA	24.131	1.633	RNA	392167.0	392335.0	393055.0	393055.0
orphan_5	393758	+	CP015528.1 (36198-36591)	True	QRNA	10.967	0.061	RNA	393758.0	393758.0	394129.0	394129.0
antisense_194	395211	-		OTH Found	CNIT	-0.33	-1.681	RNA	394301.0	394600.0	395211.0	394869.0
orphan_7	396081	+	CP059597.1 (1327431-1327031)	True	QRNA	21.043	1.264	RNA	396088.0	396088.0	396442.0	396442.0
antisense_195	396372	-	AF074836.1 (703-1)	True	QRNA	23.995	1.616	RNA	395696.0	395696.0	396372.0	396372.0
antisense_196	405850	-	CP000767.2 (1011385-1011936)	False	QRNA	28.217	0.896	COD	405301.0	405380.0	405850.0	405832.0
antisense_197	409254	+		OTH Found	CNIT	-0.565	0.815	RNA	409254.0	409280.0	409729.0	409300.0
antisense_198	411154	-	CP022347.1 (1270418-1269511)	True	QRNA	41.501	1.809	COD	410245.0	410352.0	411152.0	411080.0
antisense_199	413019	-	CP076657.1 (462294-461558)	True	QRNA	16.007	0.662	RNA	412286.0	412286.0	413019.0	413019.0
antisense_200	413711	-		OTH Found	CNIT	-0.504	0.169	RNA	413019.0	413022.0	413711.0	413051.0
antisense_201	414331	-		OTH Found	CNIT	-0.488	-0.001	RNA	413711.0	414150.0	414331.0	414212.0
antisense_202	416636	+	CP063091.1 (978911-979213)	True	QRNA	4.765	-0.68	RNA	416639.0	416639.0	416945.0	416945.0
antisense_203	418392	-	CP076657.1 (467607-466701)	True	QRNA	9.061	-0.167	RNA	417483.0	417483.0	418390.0	418390.0
antisense_204	421514	+		OTH Found	CNIT	-0.4	-0.941	RNA	421514.0	422164.0	422424.0	422238.0
antisense_205	422673	+		OTH Found	CNIT	-0.522	0.359	RNA	422673.0	423342.0	423583.0	423410.0
antisense_206	425033	-		OTH Found	CNIT	-0.478	-0.102	RNA	424130.0	424156.0	425033.0	424185.0
antisense_207	429913	-	CP076657.1 (492431-491557)	True	QRNA	29.098	2.226	RNA	429037.0	429037.0	429911.0	429911.0
antisense_208	434908	-	CP043435.1 (1357916-1358867)	True	QRNA	4.696	-0.688	RNA	433999.0	433999.0	434908.0	434616.0
antisense_209	435699	-	CP059599.1 (132250-131470)	False	QRNA	3.69	-0.791	COD	434909.0	435043.0	435692.0	435609.0
antisense_210	440369	-		OTH Found	CNIT	-0.462	-0.273	RNA	439459.0	439995.0	440369.0	440066.0
antisense_211	446900	-		OTH Found	CNIT	-0.46	-0.295	RNA	445990.0	446832.0	446900.0	446855.0
antisense_212	447690	+		OTH Found	CNIT	-0.748	2.771	RNA	447690.0	447748.0	447837.0	447759.0
antisense_213	447837	+		OTH Found	CNIT	-0.446	-0.446	RNA	447837.0	448123.0	448661.0	448164.0
antisense_214	451542	-		OTH Found	CNIT	-0.408	-0.852	RNA	450632.0	451331.0	451542.0	451399.0
antisense_215	453024	-	CP059682.1 (1545326-1546032)	True	QRNA	14.019	0.425	RNA	452320.0	452320.0	453023.0	453023.0
antisense_216	460575	-	CP012224.1 (416258-415350)	True	QRNA	2.58	-0.941	RNA	459666.0	459666.0	460575.0	460575.0
antisense_217	464001	-		OTH Found	CNIT	-0.447	-0.437	RNA	463091.0	463737.0	464001.0	463787.0
antisense_218	466918	+		OTH Found	CNIT	-0.569	0.867	RNA	466918.0	467010.0	467087.0	467027.0
antisense_219	467087	+	CP063091.1 (729215-730116)	True	QRNA	6.533	-0.469	RNA	467089.0	467089.0	467969.0	467969.0
antisense_220	472457	-	CP027634.1 (1303562-1304471)	True	QRNA	6.732	-0.445	RNA	471548.0	471548.0	472453.0	472453.0
antisense_221	473572	-	CP037747.1 (882322-881421)	False	QRNA	10.416	-0.329	COD	472665.0	472846.0	473566.0	473541.0
antisense_222	474561	-	CP044262.1 (1159509-1158610)	False	QRNA	6.911	-0.57	COD	473654.0	473855.0	474553.0	474474.0
antisense_223	476292	+	CP019684.1 (670540-671345)	True	QRNA	5.284	-0.618	RNA	476292.0	476482.0	477097.0	477097.0
antisense_224	482117	-	LR134372.1 (268611-269477)	True	QRNA	19.067	1.028	RNA	481246.0	481246.0	482112.0	482112.0
