transcript_id	position	strand	alignedTo	same_classification?	source	score	z_score	winner	GenomeStart	PredictionStart	GenomeEnd	PredictionEnd
antisense_161	316900	+		OTH Found	CNIT	-0.429	-0.652	RNA	316900.0	316935.0	317762.0	316964.0
antisense_162	320843	-	CP007769.1 (1344530-1345260)	True	QRNA	14.67	0.468	RNA	320108.0	320108.0	320841.0	320841.0
antisense_163	323326	-	CP043426.1 (1280028-1280883)	False	QRNA	15.125	-0.051	COD	322466.0	322471.0	323321.0	323010.0
antisense_164	327452	-		OTH Found	CNIT	-0.45	-0.451	RNA	326590.0	326784.0	327452.0	326852.0
antisense_165	329660	-		OTH Found	CNIT	-0.486	-0.087	RNA	328798.0	329513.0	329660.0	329563.0
antisense_166	332693	-	CP007777.1 (1297179-1298037)	True	QRNA	13.935	0.381	RNA	331832.0	331832.0	332693.0	332693.0
antisense_167	333063	-	CP059682.1 (1330060-1330415)	False	QRNA	14.842	-0.07	COD	332694.0	332699.0	333049.0	333049.0
antisense_168	334994	+		OTH Found	CNIT	-0.437	-0.575	RNA	334994.0	335138.0	335856.0	335242.0
antisense_169	336689	+		OTH Found	CNIT	-0.456	-0.386	RNA	336689.0	337274.0	337551.0	337351.0
antisense_170	347018	+		OTH Found	CNIT	-0.442	-0.527	RNA	347018.0	347026.0	347774.0	347076.0
antisense_171	347774	+	CP028187.1 (373087-372248)	True	QRNA	20.459	1.156	RNA	347774.0	347774.0	348635.0	348635.0
antisense_172	351904	+		OTH Found	CNIT	-0.419	-0.759	RNA	351904.0	352062.0	352488.0	352151.0
antisense_173	354990	-		OTH Found	CNIT	-0.482	-0.135	RNA	354128.0	354478.0	354990.0	354507.0
antisense_174	355200	-	CP053849.1 (889605-889406)	False	QRNA	13.477	-0.162	COD	354995.0	355017.0	355194.0	355190.0
antisense_176	359498	-	CP059682.1 (1144065-1143208)	True	QRNA	16.757	0.716	RNA	358638.0	358638.0	359491.0	359491.0
antisense_177	359684	-		OTH Found	CNIT	-0.432	-0.631	RNA	359498.0	359555.0	359684.0	359623.0
antisense_178	361806	+		OTH Found	CNIT	0.552	-1.385	COD	361806.0	362160.0	362668.0	362378.0
antisense_179	362976	+		OTH Found	CNIT	0.59	-0.437	COD	362976.0	363029.0	363680.0	363199.0
antisense_180	364062	-		OTH Found	CNIT	-0.378	-1.166	RNA	363669.0	363720.0	364062.0	363812.0
antisense_181	369224	+	CP059597.1 (140753-141608)	True	QRNA	8.286	-0.291	RNA	369226.0	369226.0	370081.0	369660.0
antisense_182	371211	+		OTH Found	CNIT	-0.432	-0.623	RNA	371211.0	371382.0	371488.0	371444.0
antisense_183	371488	+		OTH Found	CNIT	0.608	0.021	COD	371488.0	371617.0	372350.0	371919.0
antisense_184	372941	+		OTH Found	CNIT	0.631	0.619	COD	372941.0	373185.0	373803.0	373382.0
antisense_185	373836	+	HG326877.1 (55467-54595)	True	QRNA	5.497	-0.622	RNA	373837.0	374046.0	374692.0	374692.0
antisense_186	375495	+		OTH Found	CNIT	-0.709	2.119	RNA	375495.0	375578.0	375589.0	375589.0
antisense_187	375589	+	CP063083.1 (827703-827204)	False	QRNA	13.573	-0.156	COD	375595.0	375725.0	376094.0	376090.0
antisense_188	376097	+		OTH Found	CNIT	-0.558	0.623	RNA	376097.0	376470.0	376719.0	376496.0
antisense_189	377323	-	CP037747.1 (233913-233314)	True	QRNA	6.199	-0.539	RNA	376706.0	376706.0	377323.0	377323.0
antisense_190	379761	-		OTH Found	CNIT	-0.441	-0.534	RNA	378899.0	378900.0	379761.0	378947.0
antisense_191	381757	-		OTH Found	CNIT	-0.487	-0.082	RNA	380895.0	381487.0	381757.0	381546.0
antisense_192	382549	-	CP076657.1 (1296078-1296860)	True	QRNA	15.597	0.578	RNA	381773.0	381773.0	382549.0	382549.0
antisense_193	383146	-		OTH Found	CNIT	-0.436	-0.582	RNA	382549.0	382683.0	383146.0	382736.0
antisense_194	383800	+	LR134471.1 (993331-992492)	True	QRNA	8.121	-0.31	RNA	383818.0	383818.0	384651.0	384651.0
antisense_195	384855	+	CP059597.1 (156380-157222)	True	QRNA	19.7	1.066	RNA	384858.0	384885.0	385714.0	385714.0
antisense_196	386705	+		No QRNA hit	CNIT	-0.965	4.66	RNA	386705.0	386710.0	386743.0	386718.0
antisense_197	386743	+		OTH Found	CNIT	-0.366	-1.279	RNA	386743.0	387405.0	387605.0	387509.0
antisense_198	393562	-		OTH Found	CNIT	-0.435	-0.592	RNA	392700.0	392851.0	393562.0	392976.0
antisense_199	394899	-	CP076657.1 (434374-435227)	True	QRNA	13.31	0.307	RNA	394038.0	394038.0	394891.0	394891.0
antisense_200	395715	+		OTH Found	CNIT	-0.476	-0.191	RNA	395715.0	396011.0	396455.0	396124.0
antisense_201	396455	+	CP007773.1 (472830-473619)	False	QRNA	2.427	-0.905	COD	396455.0	396538.0	397244.0	397243.0
antisense_202	397261	+	CP020867.1 (164625-163758)	True	QRNA	10.036	-0.083	RNA	397262.0	397262.0	398122.0	398122.0
antisense_203	399973	+	CP059373.1 (1076131-1075273)	True	QRNA	21.933	1.332	RNA	399973.0	399973.0	400834.0	400797.0
antisense_204	401047	+		OTH Found	CNIT	-0.543	0.475	RNA	401047.0	401050.0	401484.0	401070.0
antisense_205	401484	+		OTH Found	CNIT	-0.572	0.765	RNA	401484.0	401717.0	401927.0	401758.0
antisense_206	407958	-	CP059597.1 (179388-178606)	True	QRNA	15.528	0.57	RNA	407170.0	407170.0	407958.0	407958.0
antisense_207	408525	+	HG326877.1 (20698-19866)	True	QRNA	25.03	1.7	RNA	408525.0	408525.0	409353.0	409353.0
antisense_208	413777	-	CP022347.1 (905714-906567)	False	QRNA	12.067	-0.257	COD	412916.0	413109.0	413769.0	413708.0
antisense_209	415455	-	CP020867.1 (496754-495895)	True	QRNA	14.083	0.398	RNA	414596.0	414596.0	415455.0	415386.0
antisense_210	416296	-	CP059597.1 (187654-186816)	True	QRNA	35.399	2.933	RNA	415458.0	415458.0	416296.0	416296.0
antisense_211	420136	-	CP063088.1 (849125-849988)	False	QRNA	22.302	0.431	COD	419275.0	419283.0	420136.0	419874.0
antisense_212	424119	+		OTH Found	CNIT	-0.548	0.528	RNA	424119.0	424483.0	424981.0	424503.0
antisense_213	430234	-		OTH Found	CNIT	-0.473	-0.22	RNA	429666.0	430118.0	430234.0	430165.0
antisense_214	431140	-	CP059373.1 (1050082-1050943)	True	QRNA	17.898	0.852	RNA	430279.0	430279.0	431140.0	431140.0
orphan_4	431840	+	CP017875.1 (1203179-1202787)	True	QRNA	13.729	0.356	RNA	431840.0	431840.0	432210.0	432210.0
antisense_215	433292	-		OTH Found	CNIT	-0.33	-1.637	RNA	432430.0	432681.0	433292.0	432950.0
orphan_6	434161	+	CP059597.1 (206825-207225)	True	QRNA	20.386	1.148	RNA	434168.0	434168.0	434521.0	434521.0
antisense_216	434451	-	AF074836.1 (703-1)	True	QRNA	28.947	2.166	RNA	433777.0	433777.0	434451.0	434451.0
antisense_217	444027	-	CP000767.2 (1011385-1011936)	False	QRNA	27.61	0.788	COD	443478.0	443557.0	444027.0	444009.0
antisense_218	447431	+		OTH Found	CNIT	-0.565	0.689	RNA	447431.0	447457.0	447835.0	447477.0
antisense_219	449331	-	CP022347.1 (1270418-1269559)	True	QRNA	44.299	1.909	COD	448470.0	448529.0	449329.0	449275.0
antisense_220	451868	-		OTH Found	CNIT	-0.466	-0.29	RNA	451006.0	451102.0	451868.0	451155.0
antisense_221	454793	+	CP020867.1 (392120-392422)	True	QRNA	4.765	-0.709	RNA	454796.0	454796.0	455102.0	455102.0
antisense_222	459674	+	CP076657.1 (469317-470170)	True	QRNA	11.368	0.076	RNA	459674.0	459674.0	460529.0	460529.0
antisense_223	460831	+	CP035946.1 (939190-940044)	True	QRNA	14.375	0.433	RNA	460837.0	460837.0	461691.0	461691.0
antisense_225	463191	-		OTH Found	CNIT	-0.478	-0.166	RNA	462329.0	462355.0	463191.0	462384.0
antisense_226	466171	-	CP053849.1 (1105470-1106330)	False	QRNA	21.871	0.402	COD	465310.0	465311.0	466170.0	466080.0
antisense_227	468072	-	CP076657.1 (492431-491580)	True	QRNA	18.646	0.941	RNA	467219.0	467219.0	468070.0	468070.0
antisense_228	473856	-	CP049263.1 (758621-757771)	True	QRNA	4.465	-0.745	RNA	473010.0	473010.0	473856.0	473856.0
antisense_229	478526	-		OTH Found	CNIT	-0.497	0.019	RNA	477664.0	478152.0	478526.0	478205.0
antisense_230	485057	-		OTH Found	CNIT	-0.46	-0.346	RNA	484195.0	484989.0	485057.0	485012.0
